cohort,seed,arm,gate,budget,random_seed,domain,correct,abstain,N_unsafe,N_safe,TP,TN,FP,FN,abstain_unsafe,abstain_safe,routed,S_fit_N,S_overflow_N,S_fit_wrong_to_correct,S_fit_correct_to_wrong,S_fit_correct_to_abstain,S_fit_wrong_to_abstain,S_fit_unrouted_errors,S_fit_correct,S_overflow_recovery_correct,S_overflow_recovery_wrong,S_overflow_final_abstain,S_overflow_unrouted,abstain_input_overflow,abstain_technical,abstain_model,abstain_rule_unsupported,abstain_rule_unresolved,N,task_groups,correct_over_N,coverage,unsafe_recall_all,unsafe_recall_covered,FPR_all,FPR_covered,actual_call_rate,deployment_calls,route_rate,routed_input_tokens,routed_output_tokens,group_macro_correct_over_N,binary_net_correction,group_macro_unsafe_recall_all,group_macro_unsafe_recall_all_eligible_groups,group_macro_FPR_all,group_macro_FPR_all_eligible_groups,group_macro_coverage,group_macro_coverage_eligible_groups
transfer_2048,42,L_relation,G_random,0.5,14,travel,164,0,20,157,10,154,3,10,0,0,29,159,18,2,0,0,0,10,149,15,3,0,0,0,0,0,0,0,177,6,0.9265536723163842,1.0,0.5,0.5,0.01910828025477707,0.01910828025477707,0.1638418079096045,29,0.1638418079096045,80274,12320,0.9175954306220194,2,0.4861111111111111,6,0.020068027210884354,6,1.0,6
transfer_2048,42,L_relation,G_random,0.5,15,combined,226,2,48,216,23,203,11,25,0,2,80,246,18,15,3,1,1,27,211,15,3,0,0,0,0,2,0,0,264,12,0.8560606060606061,0.9924242424242424,0.4791666666666667,0.4791666666666667,0.05092592592592592,0.0514018691588785,0.30303030303030304,80,0.30303030303030304,135815,33603,0.8287731516867018,12,0.47963400236127507,11,0.06587152404821578,12,0.9916666666666667,12
transfer_2048,42,L_relation,G_random,0.5,15,banking,63,2,28,59,14,49,8,14,0,2,51,87,0,14,3,1,1,16,63,0,0,0,0,0,0,2,0,0,87,6,0.7241379310344828,0.9770114942528736,0.5,0.5,0.13559322033898305,0.14035087719298245,0.5862068965517241,51,0.5862068965517241,64484,21468,0.7425084175084176,11,0.5051948051948052,5,0.1116750208855472,6,0.9833333333333334,6
transfer_2048,42,L_relation,G_random,0.5,15,travel,163,0,20,157,9,154,3,11,0,0,29,159,18,1,0,0,0,11,148,15,3,0,0,0,0,0,0,0,177,6,0.9209039548022598,1.0,0.45,0.45,0.01910828025477707,0.01910828025477707,0.1638418079096045,29,0.1638418079096045,71331,12135,0.9150378858649861,1,0.4583333333333333,6,0.020068027210884354,6,1.0,6
transfer_2048,42,L_relation,G_random,0.5,16,combined,231,2,48,216,28,203,11,20,0,2,80,246,18,19,2,1,1,22,216,15,3,0,0,0,0,2,0,0,264,12,0.875,0.9924242424242424,0.5833333333333334,0.5833333333333334,0.05092592592592592,0.0514018691588785,0.30303030303030304,80,0.30303030303030304,143984,33873,0.8668738054764451,17,0.5737898465171193,11,0.061010412937104665,12,0.9916666666666667,12
transfer_2048,42,L_relation,G_random,0.5,16,banking,68,2,28,59,19,49,8,9,0,2,51,87,0,18,2,1,1,11,68,0,0,0,0,0,0,2,0,0,87,6,0.7816091954022989,0.9770114942528736,0.6785714285714286,0.6785714285714286,0.13559322033898305,0.14035087719298245,0.5862068965517241,51,0.5862068965517241,68689,21605,0.8228114478114478,16,0.729004329004329,5,0.10195279866332498,6,0.9833333333333334,6
transfer_2048,42,L_relation,G_random,0.5,16,travel,163,0,20,157,9,154,3,11,0,0,29,159,18,1,0,0,0,11,148,15,3,0,0,0,0,0,0,0,177,6,0.9209039548022598,1.0,0.45,0.45,0.01910828025477707,0.01910828025477707,0.1638418079096045,29,0.1638418079096045,75295,12268,0.9109361631414423,1,0.4444444444444444,6,0.020068027210884354,6,1.0,6
transfer_2048,42,L_relation,G_random,0.5,17,combined,226,0,48,216,23,203,13,25,0,0,80,246,18,13,2,0,0,27,211,15,3,0,0,0,0,0,0,0,264,12,0.8560606060606061,1.0,0.4791666666666667,0.4791666666666667,0.06018518518518518,0.06018518518518518,0.30303030303030304,80,0.30303030303030304,136469,33105,0.8426162932472347,11,0.47609208972845335,11,0.07063342881012054,12,1.0,12
transfer_2048,42,L_relation,G_random,0.5,17,banking,64,0,28,59,15,49,10,13,0,0,51,87,0,13,2,0,0,15,64,0,0,0,0,0,0,0,0,0,87,6,0.735632183908046,1.0,0.5357142857142857,0.5357142857142857,0.1694915254237288,0.1694915254237288,0.5862068965517241,51,0.5862068965517241,64627,21063,0.7774410774410774,11,0.564069264069264,5,0.12119883040935672,6,1.0,6
transfer_2048,42,L_relation,G_random,0.5,17,travel,162,0,20,157,8,154,3,12,0,0,29,159,18,0,0,0,0,12,147,15,3,0,0,0,0,0,0,0,177,6,0.9152542372881356,1.0,0.4,0.4,0.01910828025477707,0.01910828025477707,0.1638418079096045,29,0.1638418079096045,71842,12042,0.907791509053392,0,0.4027777777777778,6,0.020068027210884354,6,1.0,6
transfer_2048,42,L_relation,G_random,0.5,18,combined,230,2,48,216,27,203,11,21,0,2,80,246,18,18,2,1,1,22,215,15,3,0,0,0,0,2,0,0,264,12,0.8712121212121212,0.9924242424242424,0.5625,0.5625,0.05092592592592592,0.0514018691588785,0.30303030303030304,80,0.30303030303030304,140107,33673,0.858799472402112,16,0.6084218811491539,11,0.059522317699009425,12,0.9916666666666667,12
transfer_2048,42,L_relation,G_random,0.5,18,banking,66,2,28,59,17,49,8,11,0,2,51,87,0,16,2,1,1,12,66,0,0,0,0,0,0,2,0,0,87,6,0.7586206896551724,0.9770114942528736,0.6071428571428571,0.6071428571428571,0.13559322033898305,0.14035087719298245,0.5862068965517241,51,0.5862068965517241,67166,21242,0.8002525252525252,14,0.7385281385281385,5,0.0989766081871345,6,0.9833333333333334,6
transfer_2048,42,L_relation,G_random,0.5,18,travel,164,0,20,157,10,154,3,10,0,0,29,159,18,2,0,0,0,10,149,15,3,0,0,0,0,0,0,0,177,6,0.9265536723163842,1.0,0.5,0.5,0.01910828025477707,0.01910828025477707,0.1638418079096045,29,0.1638418079096045,72941,12431,0.9173464195516987,2,0.5,6,0.020068027210884354,6,1.0,6
transfer_2048,42,L_relation,G_random,0.5,19,combined,226,1,48,216,24,202,13,24,0,1,80,246,18,15,3,1,0,29,211,15,3,0,0,0,0,1,0,0,264,12,0.8560606060606061,0.9962121212121212,0.5,0.5,0.06018518518518518,0.06046511627906977,0.30303030303030304,80,0.30303030303030304,141082,33148,0.8313368319677734,12,0.4774695001967729,11,0.07815222580260174,12,0.9972222222222222,12
transfer_2048,42,L_relation,G_random,0.5,19,banking,64,1,28,59,16,48,10,12,0,1,51,87,0,15,3,1,0,17,64,0,0,0,0,0,0,1,0,0,87,6,0.735632183908046,0.9885057471264368,0.5714285714285714,0.5714285714285714,0.1694915254237288,0.1724137931034483,0.5862068965517241,51,0.5862068965517241,64492,20949,0.7548821548821549,12,0.5670995670995671,5,0.13623642439431913,6,0.9944444444444445,6
transfer_2048,42,L_relation,G_random,0.5,19,travel,162,0,20,157,8,154,3,12,0,0,29,159,18,0,0,0,0,12,147,15,3,0,0,0,0,0,0,0,177,6,0.9152542372881356,1.0,0.4,0.4,0.01910828025477707,0.01910828025477707,0.1638418079096045,29,0.1638418079096045,76590,12199,0.907791509053392,0,0.4027777777777778,6,0.020068027210884354,6,1.0,6
transfer_2048,43,,E_only,,,combined,220,18,48,216,22,198,8,18,8,10,0,246,18,0,0,0,0,26,220,0,0,18,18,18,0,0,0,0,264,12,0.8333333333333334,0.9318181818181818,0.4583333333333333,0.55,0.037037037037037035,0.038834951456310676,0.0,0,0.0,0,0,0.8478371802052013,0,0.4229634002361275,11,0.03742690058479532,12,0.9439868152458029,12
transfer_2048,43,,E_only,,,banking,70,0,28,59,19,51,8,9,0,0,0,87,0,0,0,0,0,17,70,0,0,0,0,0,0,0,0,0,87,6,0.8045977011494253,1.0,0.6785714285714286,0.6785714285714286,0.13559322033898305,0.13559322033898305,0.0,0,0.0,0,0,0.8558080808080808,0,0.7138528138528139,5,0.07485380116959064,6,1.0,6
transfer_2048,43,,E_only,,,travel,150,18,20,157,3,147,0,9,8,10,0,159,18,0,0,0,0,9,150,0,0,18,18,18,0,0,0,0,177,6,0.847457627118644,0.8983050847457628,0.15,0.25,0.0,0.0,0.0,0,0.0,0,0,0.8398662796023217,0,0.18055555555555555,6,0.0,6,0.8879736304916057,6
transfer_2048,43,L_direct,G_overflow,,,combined,236,0,48,216,30,206,10,18,0,0,18,246,18,0,0,0,0,26,220,16,2,0,0,0,0,0,0,0,264,12,0.8939393939393939,1.0,0.625,0.625,0.046296296296296294,0.046296296296296294,0.06818181818181818,18,0.06818181818181818,47805,1337,0.8986548495095762,0,0.6426603699330972,11,0.043294247523570834,12,1.0,12
transfer_2048,43,L_direct,G_overflow,,,banking,70,0,28,59,19,51,8,9,0,0,0,87,0,0,0,0,0,17,70,0,0,0,0,0,0,0,0,0,87,6,0.8045977011494253,1.0,0.6785714285714286,0.6785714285714286,0.13559322033898305,0.13559322033898305,0.0,0,0.0,0,0,0.8558080808080808,0,0.7138528138528139,5,0.07485380116959064,6,1.0,6
transfer_2048,43,L_direct,G_overflow,,,travel,166,0,20,157,11,155,2,9,0,0,18,159,18,0,0,0,0,9,150,16,2,0,0,0,0,0,0,0,177,6,0.9378531073446328,1.0,0.55,0.55,0.012738853503184714,0.012738853503184714,0.1016949152542373,18,0.1016949152542373,47805,1337,0.9415016182110715,0,0.5833333333333334,6,0.01173469387755102,6,1.0,6
transfer_2048,43,L_direct,L_all,,,combined,247,0,48,216,45,202,14,3,0,0,264,246,18,20,9,0,0,0,231,16,2,0,0,0,0,0,0,0,264,12,0.9356060606060606,1.0,0.9375,0.9375,0.06481481481481481,0.06481481481481481,1.0,264,1.0,465948,17524,0.9146698044154976,11,0.9752066115702479,11,0.09903696971366144,12,1.0,12
transfer_2048,43,L_direct,L_all,,,banking,76,0,28,59,25,51,8,3,0,0,87,87,0,11,5,0,0,0,76,0,0,0,0,0,0,0,0,0,87,6,0.8735632183908046,1.0,0.8928571428571429,0.8928571428571429,0.13559322033898305,0.13559322033898305,1.0,87,1.0,96884,5815,0.8907407407407407,6,0.9454545454545454,5,0.1243734335839599,6,1.0,6
transfer_2048,43,L_direct,L_all,,,travel,171,0,20,157,20,151,6,0,0,0,177,159,18,9,4,0,0,0,155,16,2,0,0,0,0,0,0,0,177,6,0.9661016949152542,1.0,1.0,1.0,0.03821656050955414,0.03821656050955414,1.0,177,1.0,369064,11709,0.9385988680902545,5,1.0,6,0.07370050584336299,6,1.0,6
transfer_2048,43,L_direct,G_uncertainty,0.1,,combined,249,0,48,216,41,208,8,7,0,0,73,246,18,16,3,0,0,5,233,16,2,0,0,0,0,0,0,0,264,12,0.9431818181818182,1.0,0.8541666666666666,0.8541666666666666,0.037037037037037035,0.037037037037037035,0.2765151515151515,73,0.2765151515151515,136488,5196,0.9462182384575378,13,0.8691460055096418,11,0.04424453992123165,12,1.0,12
transfer_2048,43,L_direct,G_uncertainty,0.1,,banking,78,0,28,59,25,53,6,3,0,0,43,87,0,11,3,0,0,1,78,0,0,0,0,0,0,0,0,0,87,6,0.896551724137931,1.0,0.8928571428571429,0.8928571428571429,0.1016949152542373,0.1016949152542373,0.4942528735632184,43,0.4942528735632184,59376,3043,0.9277777777777778,8,0.9454545454545454,5,0.07675438596491228,6,1.0,6
transfer_2048,43,L_direct,G_uncertainty,0.1,,travel,171,0,20,157,16,155,2,4,0,0,30,159,18,5,0,0,0,4,155,16,2,0,0,0,0,0,0,0,177,6,0.9661016949152542,1.0,0.8,0.8,0.012738853503184714,0.012738853503184714,0.1694915254237288,30,0.1694915254237288,77112,2153,0.9646586991372978,5,0.8055555555555556,6,0.01173469387755102,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,0,combined,239,0,48,216,34,205,11,14,0,0,73,246,18,6,3,0,0,16,223,16,2,0,0,0,0,0,0,0,264,12,0.9053030303030303,1.0,0.7083333333333334,0.7083333333333334,0.05092592592592592,0.05092592592592592,0.2765151515151515,73,0.2765151515151515,127209,5026,0.9018955902503168,3,0.6873278236914601,11,0.0649334148864224,12,1.0,12
transfer_2048,43,L_direct,G_random,0.1,0,banking,74,0,28,59,23,51,8,5,0,0,43,87,0,6,2,0,0,7,74,0,0,0,0,0,0,0,0,0,87,6,0.8505747126436781,1.0,0.8214285714285714,0.8214285714285714,0.13559322033898305,0.13559322033898305,0.4942528735632184,43,0.4942528735632184,51703,2904,0.8774410774410775,4,0.8121212121212121,5,0.09961361737677527,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,0,travel,165,0,20,157,11,154,3,9,0,0,30,159,18,0,1,0,0,9,149,16,2,0,0,0,0,0,0,0,177,6,0.9322033898305084,1.0,0.55,0.55,0.01910828025477707,0.01910828025477707,0.1694915254237288,30,0.1694915254237288,75506,2122,0.9263501030595563,-1,0.5833333333333334,6,0.03025321239606954,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,1,combined,240,0,48,216,32,208,8,16,0,0,73,246,18,5,1,0,0,18,224,16,2,0,0,0,0,0,0,0,264,12,0.9090909090909091,1.0,0.6666666666666666,0.6666666666666666,0.037037037037037035,0.037037037037037035,0.2765151515151515,73,0.2765151515151515,121611,4977,0.9080824589371855,4,0.6660763478945297,11,0.04204111469149063,12,1.0,12
transfer_2048,43,L_direct,G_random,0.1,1,banking,74,0,28,59,21,53,6,7,0,0,43,87,0,5,1,0,0,9,74,0,0,0,0,0,0,0,0,0,87,6,0.8505747126436781,1.0,0.75,0.75,0.1016949152542373,0.1016949152542373,0.4942528735632184,43,0.4942528735632184,48086,2838,0.8746632996632997,4,0.7653679653679654,5,0.07234753550543024,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,1,travel,166,0,20,157,11,155,2,9,0,0,30,159,18,0,0,0,0,9,150,16,2,0,0,0,0,0,0,0,177,6,0.9378531073446328,1.0,0.55,0.55,0.012738853503184714,0.012738853503184714,0.1694915254237288,30,0.1694915254237288,73525,2139,0.9415016182110715,0,0.5833333333333334,6,0.01173469387755102,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,2,combined,242,0,48,216,34,208,8,14,0,0,73,246,18,8,2,0,0,17,226,16,2,0,0,0,0,0,0,0,264,12,0.9166666666666666,1.0,0.7083333333333334,0.7083333333333334,0.037037037037037035,0.037037037037037035,0.2765151515151515,73,0.2765151515151515,115297,4934,0.9213956849741968,6,0.749409681227863,11,0.03821383816684568,12,1.0,12
transfer_2048,43,L_direct,G_random,0.1,2,banking,74,0,28,59,21,53,6,7,0,0,43,87,0,6,2,0,0,10,74,0,0,0,0,0,0,0,0,0,87,6,0.8505747126436781,1.0,0.75,0.75,0.1016949152542373,0.1016949152542373,0.4942528735632184,43,0.4942528735632184,44541,2808,0.8891414141414141,4,0.832034632034632,5,0.06469298245614034,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,2,travel,168,0,20,157,13,155,2,7,0,0,30,159,18,2,0,0,0,7,152,16,2,0,0,0,0,0,0,0,177,6,0.9491525423728814,1.0,0.65,0.65,0.012738853503184714,0.012738853503184714,0.1694915254237288,30,0.1694915254237288,70756,2126,0.9536499558069794,2,0.6805555555555556,6,0.01173469387755102,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,3,combined,243,0,48,216,35,208,8,13,0,0,73,246,18,8,1,0,0,16,227,16,2,0,0,0,0,0,0,0,264,12,0.9204545454545454,1.0,0.7291666666666666,0.7291666666666666,0.037037037037037035,0.037037037037037035,0.2765151515151515,73,0.2765151515151515,120710,4954,0.9233047123549223,7,0.7487209759937032,11,0.04087152404821578,12,1.0,12
transfer_2048,43,L_direct,G_random,0.1,3,banking,74,0,28,59,21,53,6,7,0,0,43,87,0,5,1,0,0,10,74,0,0,0,0,0,0,0,0,0,87,6,0.8505747126436781,1.0,0.75,0.75,0.1016949152542373,0.1016949152542373,0.4942528735632184,43,0.4942528735632184,44179,2846,0.8898148148148148,4,0.7805194805194805,5,0.07000835421888053,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,3,travel,169,0,20,157,14,155,2,6,0,0,30,159,18,3,0,0,0,6,153,16,2,0,0,0,0,0,0,0,177,6,0.9548022598870056,1.0,0.7,0.7,0.012738853503184714,0.012738853503184714,0.1694915254237288,30,0.1694915254237288,76531,2108,0.9567946098950297,3,0.7222222222222222,6,0.01173469387755102,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,4,combined,240,0,48,216,33,207,9,15,0,0,73,246,18,5,1,0,0,18,224,16,2,0,0,0,0,0,0,0,264,12,0.9090909090909091,1.0,0.6875,0.6875,0.041666666666666664,0.041666666666666664,0.2765151515151515,73,0.2765151515151515,121910,4926,0.9215083848631115,4,0.6790633608815427,11,0.03773869196801528,12,1.0,12
transfer_2048,43,L_direct,G_random,0.1,4,banking,74,0,28,59,22,52,7,6,0,0,43,87,0,5,1,0,0,9,74,0,0,0,0,0,0,0,0,0,87,6,0.8505747126436781,1.0,0.7857142857142857,0.7857142857142857,0.11864406779661017,0.11864406779661017,0.4942528735632184,43,0.4942528735632184,48027,2804,0.9015151515151515,4,0.793939393939394,5,0.06374269005847953,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,4,travel,166,0,20,157,11,155,2,9,0,0,30,159,18,0,0,0,0,9,150,16,2,0,0,0,0,0,0,0,177,6,0.9378531073446328,1.0,0.55,0.55,0.012738853503184714,0.012738853503184714,0.1694915254237288,30,0.1694915254237288,73883,2122,0.9415016182110715,0,0.5833333333333334,6,0.01173469387755102,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,5,combined,240,0,48,216,34,206,10,14,0,0,73,246,18,6,2,0,0,19,224,16,2,0,0,0,0,0,0,0,264,12,0.9090909090909091,1.0,0.7083333333333334,0.7083333333333334,0.046296296296296294,0.046296296296296294,0.2765151515151515,73,0.2765151515151515,114820,4993,0.9184359942907209,4,0.7266824085005903,11,0.05450456498388829,12,1.0,12
transfer_2048,43,L_direct,G_random,0.1,5,banking,74,0,28,59,23,51,8,5,0,0,43,87,0,6,2,0,0,10,74,0,0,0,0,0,0,0,0,0,87,6,0.8505747126436781,1.0,0.8214285714285714,0.8214285714285714,0.13559322033898305,0.13559322033898305,0.4942528735632184,43,0.4942528735632184,45227,2868,0.8953703703703704,4,0.8987012987012987,5,0.09727443609022556,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,5,travel,166,0,20,157,11,155,2,9,0,0,30,159,18,0,0,0,0,9,150,16,2,0,0,0,0,0,0,0,177,6,0.9378531073446328,1.0,0.55,0.55,0.012738853503184714,0.012738853503184714,0.1694915254237288,30,0.1694915254237288,69593,2125,0.9415016182110715,0,0.5833333333333334,6,0.01173469387755102,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,6,combined,242,0,48,216,35,207,9,13,0,0,73,246,18,7,1,0,0,17,226,16,2,0,0,0,0,0,0,0,264,12,0.9166666666666666,1.0,0.7291666666666666,0.7291666666666666,0.041666666666666664,0.041666666666666664,0.2765151515151515,73,0.2765151515151515,122109,4944,0.9198077865753878,6,0.7548209366391184,11,0.04525748896049648,12,1.0,12
transfer_2048,43,L_direct,G_random,0.1,6,banking,74,0,28,59,22,52,7,6,0,0,43,87,0,5,1,0,0,10,74,0,0,0,0,0,0,0,0,0,87,6,0.8505747126436781,1.0,0.7857142857142857,0.7857142857142857,0.11864406779661017,0.11864406779661017,0.4942528735632184,43,0.4942528735632184,48042,2834,0.89006734006734,4,0.8606060606060606,5,0.07878028404344194,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,6,travel,168,0,20,157,13,155,2,7,0,0,30,159,18,2,0,0,0,7,152,16,2,0,0,0,0,0,0,0,177,6,0.9491525423728814,1.0,0.65,0.65,0.012738853503184714,0.012738853503184714,0.1694915254237288,30,0.1694915254237288,74067,2110,0.9495482330834355,2,0.6666666666666666,6,0.01173469387755102,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,7,combined,237,0,48,216,31,206,10,17,0,0,73,246,18,3,2,0,0,19,221,16,2,0,0,0,0,0,0,0,264,12,0.8977272727272727,1.0,0.6458333333333334,0.6458333333333334,0.046296296296296294,0.046296296296296294,0.2765151515151515,73,0.2765151515151515,115949,4950,0.8930992939540205,1,0.6509248327430146,11,0.054186060389067904,12,1.0,12
transfer_2048,43,L_direct,G_random,0.1,7,banking,71,0,28,59,20,51,8,8,0,0,43,87,0,3,2,0,0,10,71,0,0,0,0,0,0,0,0,0,87,6,0.8160919540229885,1.0,0.7142857142857143,0.7142857142857143,0.13559322033898305,0.13559322033898305,0.4942528735632184,43,0.4942528735632184,45700,2842,0.8446969696969697,1,0.732034632034632,5,0.0966374269005848,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,7,travel,166,0,20,157,11,155,2,9,0,0,30,159,18,0,0,0,0,9,150,16,2,0,0,0,0,0,0,0,177,6,0.9378531073446328,1.0,0.55,0.55,0.012738853503184714,0.012738853503184714,0.1694915254237288,30,0.1694915254237288,70249,2108,0.9415016182110715,0,0.5833333333333334,6,0.01173469387755102,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,8,combined,238,0,48,216,33,205,11,15,0,0,73,246,18,6,4,0,0,19,222,16,2,0,0,0,0,0,0,0,264,12,0.9015151515151515,1.0,0.6875,0.6875,0.05092592592592592,0.05092592592592592,0.2765151515151515,73,0.2765151515151515,119792,4996,0.8923061056608322,2,0.7011019283746557,11,0.07360961928631102,12,1.0,12
transfer_2048,43,L_direct,G_random,0.1,8,banking,71,0,28,59,21,50,9,7,0,0,43,87,0,5,4,0,0,11,71,0,0,0,0,0,0,0,0,0,87,6,0.8160919540229885,1.0,0.75,0.75,0.15254237288135594,0.15254237288135594,0.4942528735632184,43,0.4942528735632184,46238,2848,0.8367003367003367,1,0.7757575757575758,5,0.135484544695071,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,8,travel,167,0,20,157,12,155,2,8,0,0,30,159,18,1,0,0,0,8,151,16,2,0,0,0,0,0,0,0,177,6,0.943502824858757,1.0,0.6,0.6,0.012738853503184714,0.012738853503184714,0.1694915254237288,30,0.1694915254237288,73554,2148,0.9479118746213279,1,0.6388888888888888,6,0.01173469387755102,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,9,combined,239,0,48,216,33,206,10,15,0,0,73,246,18,6,3,0,0,18,223,16,2,0,0,0,0,0,0,0,264,12,0.9053030303030303,1.0,0.6875,0.6875,0.046296296296296294,0.046296296296296294,0.2765151515151515,73,0.2765151515151515,112941,5031,0.9018150749524103,3,0.6942148760330579,11,0.057162250865258384,12,1.0,12
transfer_2048,43,L_direct,G_random,0.1,9,banking,72,0,28,59,21,51,8,7,0,0,43,87,0,5,3,0,0,10,72,0,0,0,0,0,0,0,0,0,87,6,0.8275862068965517,1.0,0.75,0.75,0.13559322033898305,0.13559322033898305,0.4942528735632184,43,0.4942528735632184,48056,2929,0.8548821548821549,2,0.7606060606060606,5,0.10258980785296574,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,9,travel,167,0,20,157,12,155,2,8,0,0,30,159,18,1,0,0,0,8,151,16,2,0,0,0,0,0,0,0,177,6,0.943502824858757,1.0,0.6,0.6,0.012738853503184714,0.012738853503184714,0.1694915254237288,30,0.1694915254237288,64885,2102,0.9487479950226657,1,0.6388888888888888,6,0.01173469387755102,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,10,combined,241,0,48,216,36,205,11,12,0,0,73,246,18,8,3,0,0,17,225,16,2,0,0,0,0,0,0,0,264,12,0.9128787878787878,1.0,0.75,0.75,0.05092592592592592,0.05092592592592592,0.2765151515151515,73,0.2765151515151515,124607,5015,0.907939099706701,5,0.7699724517906336,11,0.06726041293710466,12,1.0,12
transfer_2048,43,L_direct,G_random,0.1,10,banking,73,0,28,59,23,50,9,5,0,0,43,87,0,6,3,0,0,10,73,0,0,0,0,0,0,0,0,0,87,6,0.8390804597701149,1.0,0.8214285714285714,0.8214285714285714,0.15254237288135594,0.15254237288135594,0.4942528735632184,43,0.4942528735632184,49462,2908,0.8663299663299663,3,0.8939393939393939,5,0.1227861319966583,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,10,travel,168,0,20,157,13,155,2,7,0,0,30,159,18,2,0,0,0,7,152,16,2,0,0,0,0,0,0,0,177,6,0.9491525423728814,1.0,0.65,0.65,0.012738853503184714,0.012738853503184714,0.1694915254237288,30,0.1694915254237288,75145,2107,0.9495482330834355,2,0.6666666666666666,6,0.01173469387755102,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,11,combined,243,0,48,216,36,207,9,12,0,0,73,246,18,8,1,0,0,16,227,16,2,0,0,0,0,0,0,0,264,12,0.9204545454545454,1.0,0.75,0.75,0.041666666666666664,0.041666666666666664,0.2765151515151515,73,0.2765151515151515,129889,5011,0.9230334393293425,7,0.7327823691460055,11,0.04525748896049648,12,1.0,12
transfer_2048,43,L_direct,G_random,0.1,11,banking,75,0,28,59,23,52,7,5,0,0,43,87,0,6,1,0,0,9,75,0,0,0,0,0,0,0,0,0,87,6,0.8620689655172413,1.0,0.8214285714285714,0.8214285714285714,0.11864406779661017,0.11864406779661017,0.4942528735632184,43,0.4942528735632184,47319,2875,0.8941077441077441,5,0.8121212121212121,5,0.07878028404344194,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,11,travel,168,0,20,157,13,155,2,7,0,0,30,159,18,2,0,0,0,7,152,16,2,0,0,0,0,0,0,0,177,6,0.9491525423728814,1.0,0.65,0.65,0.012738853503184714,0.012738853503184714,0.1694915254237288,30,0.1694915254237288,82570,2136,0.9519591345509407,2,0.6666666666666666,6,0.01173469387755102,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,12,combined,239,0,48,216,34,205,11,14,0,0,73,246,18,8,5,0,0,16,223,16,2,0,0,0,0,0,0,0,264,12,0.9053030303030303,1.0,0.7083333333333334,0.7083333333333334,0.05092592592592592,0.05092592592592592,0.2765151515151515,73,0.2765151515151515,124905,5066,0.905100718455445,3,0.7396694214876033,11,0.06374039494340246,12,1.0,12
transfer_2048,43,L_direct,G_random,0.1,12,banking,73,0,28,59,22,51,8,6,0,0,43,87,0,7,4,0,0,8,73,0,0,0,0,0,0,0,0,0,87,6,0.8390804597701149,1.0,0.7857142857142857,0.7857142857142857,0.13559322033898305,0.13559322033898305,0.4942528735632184,43,0.4942528735632184,50514,2910,0.8678451178451179,3,0.8606060606060606,5,0.1093358395989975,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,12,travel,166,0,20,157,12,154,3,8,0,0,30,159,18,1,1,0,0,8,150,16,2,0,0,0,0,0,0,0,177,6,0.9378531073446328,1.0,0.6,0.6,0.01910828025477707,0.01910828025477707,0.1694915254237288,30,0.1694915254237288,74391,2156,0.9423563190657723,0,0.6388888888888888,6,0.01814495028780743,6,1.0,6
transfer_2048,43,L_direct,G_random,0.1,13,combined,243,0,48,216,34,209,7,14,0,0,73,246,18,7,0,0,0,16,227,16,2,0,0,0,0,0,0,0,264,12,0.9204545454545454,1.0,0.7083333333333334,0.7083333333333334,0.032407407407407406,0.032407407407407406,0.2765151515151515,73,0.2765151515151515,120361,4988,0.9252271765536013,7,0.72737111373475,11,0.02896676214345387,12,1.0,12
transfer_2048,43,L_direct,G_random,0.1,13,banking,76,0,28,59,22,54,5,6,0,0,43,87,0,6,0,0,0,8,76,0,0,0,0,0,0,0,0,0,87,6,0.8735632183908046,1.0,0.7857142857142857,0.7857142857142857,0.0847457627118644,0.0847457627118644,0.4942528735632184,43,0.4942528735632184,46323,2851,0.9058080808080808,6,0.8502164502164502,5,0.046198830409356725,6,1.0,6
