cohort,seed,arm,gate,budget,random_seed,domain,correct,abstain,N_unsafe,N_safe,TP,TN,FP,FN,abstain_unsafe,abstain_safe,routed,S_fit_N,S_overflow_N,S_fit_wrong_to_correct,S_fit_correct_to_wrong,S_fit_correct_to_abstain,S_fit_wrong_to_abstain,S_fit_unrouted_errors,S_fit_correct,S_overflow_recovery_correct,S_overflow_recovery_wrong,S_overflow_final_abstain,S_overflow_unrouted,abstain_input_overflow,abstain_technical,abstain_model,abstain_rule_unsupported,abstain_rule_unresolved,N,task_groups,correct_over_N,coverage,unsafe_recall_all,unsafe_recall_covered,FPR_all,FPR_covered,actual_call_rate,deployment_calls,route_rate,routed_input_tokens,routed_output_tokens,group_macro_correct_over_N,binary_net_correction,group_macro_unsafe_recall_all,group_macro_unsafe_recall_all_eligible_groups,group_macro_FPR_all,group_macro_FPR_all_eligible_groups,group_macro_coverage,group_macro_coverage_eligible_groups,selected_common_point,recall_target_met,FPR_target_met,role
transfer_2048,42,L_direct,G_uncertainty,0.1,,banking,73,0,28,59,18,55,4,10,0,0,32,87,0,21,1,0,0,10,73,0,0,0,0,0,0,0,0,0,87,6,0.8390804597701149,1.0,0.6428571428571429,0.6428571428571429,0.06779661016949153,0.06779661016949153,0.367816091954023,32,0.367816091954023,43539,2299,0.8706228956228956,20,0.6138528138528139,5,0.03508771929824561,6,1.0,6,False,False,False,existing_point_reference_not_selection
transfer_2048,42,L_direct,G_uncertainty,0.1,,travel,163,0,20,157,8,155,2,12,0,0,18,159,18,0,0,0,0,12,147,16,2,0,0,0,0,0,0,0,177,6,0.9209039548022598,1.0,0.4,0.4,0.012738853503184714,0.012738853503184714,0.1016949152542373,18,0.1016949152542373,47805,1337,0.9150378858649861,0,0.4027777777777778,6,0.01173469387755102,6,1.0,6,False,False,True,existing_point_reference_not_selection
transfer_2048,42,L_direct,G_uncertainty,0.25,,combined,237,0,48,216,27,210,6,21,0,0,51,246,18,22,1,0,0,21,221,16,2,0,0,0,0,0,0,0,264,12,0.8977272727272727,1.0,0.5625,0.5625,0.027777777777777776,0.027777777777777776,0.19318181818181818,51,0.19318181818181818,92487,3705,0.9011637240772742,21,0.5441755214482487,11,0.023411206587898317,12,1.0,12,False,False,True,existing_point_reference_not_selection
transfer_2048,42,L_direct,G_uncertainty,0.25,,banking,74,0,28,59,19,55,4,9,0,0,33,87,0,22,1,0,0,9,74,0,0,0,0,0,0,0,0,0,87,6,0.8505747126436781,1.0,0.6785714285714286,0.6785714285714286,0.06779661016949153,0.06779661016949153,0.3793103448275862,33,0.3793103448275862,44682,2368,0.8872895622895622,21,0.7138528138528139,5,0.03508771929824561,6,1.0,6,False,False,False,existing_point_reference_not_selection
transfer_2048,42,L_direct,G_uncertainty,0.25,,travel,163,0,20,157,8,155,2,12,0,0,18,159,18,0,0,0,0,12,147,16,2,0,0,0,0,0,0,0,177,6,0.9209039548022598,1.0,0.4,0.4,0.012738853503184714,0.012738853503184714,0.1016949152542373,18,0.1016949152542373,47805,1337,0.9150378858649861,0,0.4027777777777778,6,0.01173469387755102,6,1.0,6,False,False,True,existing_point_reference_not_selection
transfer_2048,42,L_direct,G_uncertainty,0.5,,combined,244,0,48,216,38,206,10,10,0,0,80,246,18,33,5,0,0,7,228,16,2,0,0,0,0,0,0,0,264,12,0.9242424242424242,1.0,0.7916666666666666,0.7916666666666666,0.046296296296296294,0.046296296296296294,0.30303030303030304,80,0.30303030303030304,148885,5766,0.9229494960868314,28,0.8085399449035813,11,0.06805406373075545,12,1.0,12,False,False,True,existing_point_reference_not_selection
transfer_2048,42,L_direct,G_uncertainty,0.5,,banking,76,0,28,59,25,51,8,3,0,0,51,87,0,28,5,0,0,0,76,0,0,0,0,0,0,0,0,0,87,6,0.8735632183908046,1.0,0.8928571428571429,0.8928571428571429,0.13559322033898305,0.13559322033898305,0.5862068965517241,51,0.5862068965517241,68498,3636,0.8907407407407407,23,0.9454545454545454,5,0.1243734335839599,6,1.0,6,False,False,False,existing_point_reference_not_selection
transfer_2048,42,L_direct,G_uncertainty,0.5,,travel,168,0,20,157,13,155,2,7,0,0,29,159,18,5,0,0,0,7,152,16,2,0,0,0,0,0,0,0,177,6,0.9491525423728814,1.0,0.65,0.65,0.012738853503184714,0.012738853503184714,0.1638418079096045,29,0.1638418079096045,80387,2130,0.9551582514329221,5,0.6944444444444444,6,0.01173469387755102,6,1.0,6,False,False,True,existing_point_reference_not_selection
transfer_2048,42,L_relation,G_uncertainty,0.1,,combined,234,2,48,216,26,208,6,22,0,2,50,246,18,20,0,1,1,22,219,15,3,0,0,0,0,2,0,0,264,12,0.8863636363636364,0.9924242424242424,0.5416666666666666,0.5416666666666666,0.027777777777777776,0.028037383177570093,0.1893939393939394,50,0.1893939393939394,99144,22834,0.8836516467825882,20,0.49872097599370324,11,0.02319190834228428,12,0.9916666666666667,12,False,False,True,existing_point_reference_not_selection
transfer_2048,42,L_relation,G_uncertainty,0.1,,banking,72,2,28,59,18,54,3,10,0,2,32,87,0,20,0,1,1,10,72,0,0,0,0,0,0,2,0,0,87,6,0.8275862068965517,0.9770114942528736,0.6428571428571429,0.6428571428571429,0.05084745762711865,0.05263157894736842,0.367816091954023,32,0.367816091954023,48531,14902,0.8595117845117846,20,0.6138528138528139,5,0.02631578947368421,6,0.9833333333333334,6,False,False,False,existing_point_reference_not_selection
transfer_2048,42,L_relation,G_uncertainty,0.1,,travel,162,0,20,157,8,154,3,12,0,0,18,159,18,0,0,0,0,12,147,15,3,0,0,0,0,0,0,0,177,6,0.9152542372881356,1.0,0.4,0.4,0.01910828025477707,0.01910828025477707,0.1016949152542373,18,0.1016949152542373,50613,7932,0.907791509053392,0,0.4027777777777778,6,0.020068027210884354,6,1.0,6,False,False,True,existing_point_reference_not_selection
transfer_2048,42,L_relation,G_uncertainty,0.25,,combined,235,2,48,216,27,208,6,21,0,2,51,246,18,21,0,1,1,21,220,15,3,0,0,0,0,2,0,0,264,12,0.8901515151515151,0.9924242424242424,0.5625,0.5625,0.027777777777777776,0.028037383177570093,0.19318181818181818,51,0.19318181818181818,100443,23268,0.8919849801159215,21,0.5441755214482487,11,0.02319190834228428,12,0.9916666666666667,12,False,False,True,existing_point_reference_not_selection
transfer_2048,42,L_relation,G_uncertainty,0.25,,banking,73,2,28,59,19,54,3,9,0,2,33,87,0,21,0,1,1,9,73,0,0,0,0,0,0,2,0,0,87,6,0.8390804597701149,0.9770114942528736,0.6785714285714286,0.6785714285714286,0.05084745762711865,0.05263157894736842,0.3793103448275862,33,0.3793103448275862,49830,15336,0.8761784511784512,21,0.7138528138528139,5,0.02631578947368421,6,0.9833333333333334,6,False,False,False,existing_point_reference_not_selection
transfer_2048,42,L_relation,G_uncertainty,0.25,,travel,162,0,20,157,8,154,3,12,0,0,18,159,18,0,0,0,0,12,147,15,3,0,0,0,0,0,0,0,177,6,0.9152542372881356,1.0,0.4,0.4,0.01910828025477707,0.01910828025477707,0.1016949152542373,18,0.1016949152542373,50613,7932,0.907791509053392,0,0.4027777777777778,6,0.020068027210884354,6,1.0,6,False,False,True,existing_point_reference_not_selection
transfer_2048,42,L_relation,G_uncertainty,0.5,,combined,243,2,48,216,38,205,9,10,0,2,80,246,18,32,3,1,1,7,228,15,3,0,0,0,0,2,0,0,264,12,0.9204545454545454,0.9924242424242424,0.7916666666666666,0.7916666666666666,0.041666666666666664,0.04205607476635514,0.30303030303030304,80,0.30303030303030304,161365,35565,0.9230300113847381,29,0.8085399449035813,11,0.05593000358037952,12,0.9916666666666667,12,False,False,True,existing_point_reference_not_selection
transfer_2048,42,L_relation,G_uncertainty,0.5,,banking,76,2,28,59,25,51,6,3,0,2,51,87,0,27,3,1,1,0,76,0,0,0,0,0,0,2,0,0,87,6,0.8735632183908046,0.9770114942528736,0.8928571428571429,0.8928571428571429,0.1016949152542373,0.10526315789473684,0.5862068965517241,51,0.5862068965517241,76454,22934,0.8981481481481481,24,0.9454545454545454,5,0.09179197994987469,6,0.9833333333333334,6,False,False,False,existing_point_reference_not_selection
transfer_2048,42,L_relation,G_uncertainty,0.5,,travel,167,0,20,157,13,154,3,7,0,0,29,159,18,5,0,0,0,7,152,15,3,0,0,0,0,0,0,0,177,6,0.943502824858757,1.0,0.65,0.65,0.01910828025477707,0.01910828025477707,0.1638418079096045,29,0.1638418079096045,84911,12631,0.9479118746213279,5,0.6944444444444444,6,0.020068027210884354,6,1.0,6,False,False,True,existing_point_reference_not_selection
transfer_2048,43,L_direct,G_uncertainty,0.1,,combined,249,0,48,216,41,208,8,7,0,0,73,246,18,16,3,0,0,5,233,16,2,0,0,0,0,0,0,0,264,12,0.9431818181818182,1.0,0.8541666666666666,0.8541666666666666,0.037037037037037035,0.037037037037037035,0.2765151515151515,73,0.2765151515151515,136488,5196,0.9462182384575378,13,0.8691460055096418,11,0.04424453992123165,12,1.0,12,False,False,True,existing_point_reference_not_selection
transfer_2048,43,L_direct,G_uncertainty,0.1,,banking,78,0,28,59,25,53,6,3,0,0,43,87,0,11,3,0,0,1,78,0,0,0,0,0,0,0,0,0,87,6,0.896551724137931,1.0,0.8928571428571429,0.8928571428571429,0.1016949152542373,0.1016949152542373,0.4942528735632184,43,0.4942528735632184,59376,3043,0.9277777777777778,8,0.9454545454545454,5,0.07675438596491228,6,1.0,6,False,False,False,existing_point_reference_not_selection
transfer_2048,43,L_direct,G_uncertainty,0.1,,travel,171,0,20,157,16,155,2,4,0,0,30,159,18,5,0,0,0,4,155,16,2,0,0,0,0,0,0,0,177,6,0.9661016949152542,1.0,0.8,0.8,0.012738853503184714,0.012738853503184714,0.1694915254237288,30,0.1694915254237288,77112,2153,0.9646586991372978,5,0.8055555555555556,6,0.01173469387755102,6,1.0,6,False,False,True,existing_point_reference_not_selection
transfer_2048,43,L_direct,G_uncertainty,0.25,,combined,249,0,48,216,41,208,8,7,0,0,80,246,18,16,3,0,0,5,233,16,2,0,0,0,0,0,0,0,264,12,0.9431818181818182,1.0,0.8541666666666666,0.8541666666666666,0.037037037037037035,0.037037037037037035,0.30303030303030304,80,0.30303030303030304,150424,5691,0.9462182384575378,13,0.8691460055096418,11,0.04424453992123165,12,1.0,12,False,False,True,existing_point_reference_not_selection
transfer_2048,43,L_direct,G_uncertainty,0.25,,banking,78,0,28,59,25,53,6,3,0,0,47,87,0,11,3,0,0,1,78,0,0,0,0,0,0,0,0,0,87,6,0.896551724137931,1.0,0.8928571428571429,0.8928571428571429,0.1016949152542373,0.1016949152542373,0.5402298850574713,47,0.5402298850574713,64882,3334,0.9277777777777778,8,0.9454545454545454,5,0.07675438596491228,6,1.0,6,False,False,False,existing_point_reference_not_selection
transfer_2048,43,L_direct,G_uncertainty,0.25,,travel,171,0,20,157,16,155,2,4,0,0,33,159,18,5,0,0,0,4,155,16,2,0,0,0,0,0,0,0,177,6,0.9661016949152542,1.0,0.8,0.8,0.012738853503184714,0.012738853503184714,0.1864406779661017,33,0.1864406779661017,85542,2357,0.9646586991372978,5,0.8055555555555556,6,0.01173469387755102,6,1.0,6,False,False,True,existing_point_reference_not_selection
transfer_2048,43,L_direct,G_uncertainty,0.5,,combined,247,0,48,216,45,202,14,3,0,0,175,246,18,20,9,0,0,0,231,16,2,0,0,0,0,0,0,0,264,12,0.9356060606060606,1.0,0.9375,0.9375,0.06481481481481481,0.06481481481481481,0.6628787878787878,175,0.6628787878787878,369395,12018,0.9146698044154976,11,0.9752066115702479,11,0.09903696971366144,12,1.0,12,False,False,False,existing_point_reference_not_selection
transfer_2048,43,L_direct,G_uncertainty,0.5,,banking,76,0,28,59,25,51,8,3,0,0,52,87,0,11,5,0,0,0,76,0,0,0,0,0,0,0,0,0,87,6,0.8735632183908046,1.0,0.8928571428571429,0.8928571428571429,0.13559322033898305,0.13559322033898305,0.5977011494252874,52,0.5977011494252874,71551,3706,0.8907407407407407,6,0.9454545454545454,5,0.1243734335839599,6,1.0,6,False,False,False,existing_point_reference_not_selection
transfer_2048,43,L_direct,G_uncertainty,0.5,,travel,171,0,20,157,20,151,6,0,0,0,123,159,18,9,4,0,0,0,155,16,2,0,0,0,0,0,0,0,177,6,0.9661016949152542,1.0,1.0,1.0,0.03821656050955414,0.03821656050955414,0.6949152542372882,123,0.6949152542372882,297844,8312,0.9385988680902545,5,1.0,6,0.07370050584336299,6,1.0,6,False,True,True,existing_point_reference_not_selection
transfer_2048,43,L_relation,G_uncertainty,0.1,,combined,247,2,48,216,41,206,8,7,0,2,73,246,18,16,3,1,1,5,232,15,3,0,0,0,0,2,0,0,264,12,0.9356060606060606,0.9924242424242424,0.8541666666666666,0.8541666666666666,0.037037037037037035,0.037383177570093455,0.2765151515151515,73,0.2765151515151515,147876,32585,0.9370394944961852,13,0.8691460055096418,11,0.04402524167561762,12,0.9916666666666667,12,False,False,True,existing_point_reference_not_selection
transfer_2048,43,L_relation,G_uncertainty,0.1,,banking,77,2,28,59,25,52,5,3,0,2,43,87,0,11,3,1,1,1,77,0,0,0,0,0,0,2,0,0,87,6,0.8850574712643678,0.9770114942528736,0.8928571428571429,0.8928571428571429,0.0847457627118644,0.08771929824561403,0.4942528735632184,43,0.4942528735632184,66084,19586,0.9166666666666667,8,0.9454545454545454,5,0.06798245614035088,6,0.9833333333333334,6,False,False,False,existing_point_reference_not_selection
transfer_2048,43,L_relation,G_uncertainty,0.1,,travel,170,0,20,157,16,154,3,4,0,0,30,159,18,5,0,0,0,4,155,15,3,0,0,0,0,0,0,0,177,6,0.96045197740113,1.0,0.8,0.8,0.01910828025477707,0.01910828025477707,0.1694915254237288,30,0.1694915254237288,81792,12999,0.9574123223257036,5,0.8055555555555556,6,0.020068027210884354,6,1.0,6,False,False,True,existing_point_reference_not_selection
transfer_2048,43,L_relation,G_uncertainty,0.25,,combined,247,2,48,216,41,206,8,7,0,2,80,246,18,16,3,1,1,5,232,15,3,0,0,0,0,2,0,0,264,12,0.9356060606060606,0.9924242424242424,0.8541666666666666,0.8541666666666666,0.037037037037037035,0.037383177570093455,0.30303030303030304,80,0.30303030303030304,162904,35510,0.9370394944961852,13,0.8691460055096418,11,0.04402524167561762,12,0.9916666666666667,12,False,False,True,existing_point_reference_not_selection
transfer_2048,43,L_relation,G_uncertainty,0.25,,banking,77,2,28,59,25,52,5,3,0,2,47,87,0,11,3,1,1,1,77,0,0,0,0,0,0,2,0,0,87,6,0.8850574712643678,0.9770114942528736,0.8928571428571429,0.8928571428571429,0.0847457627118644,0.08771929824561403,0.5402298850574713,47,0.5402298850574713,72214,21330,0.9166666666666667,8,0.9454545454545454,5,0.06798245614035088,6,0.9833333333333334,6,False,False,False,existing_point_reference_not_selection
transfer_2048,43,L_relation,G_uncertainty,0.25,,travel,170,0,20,157,16,154,3,4,0,0,33,159,18,5,0,0,0,4,155,15,3,0,0,0,0,0,0,0,177,6,0.96045197740113,1.0,0.8,0.8,0.01910828025477707,0.01910828025477707,0.1864406779661017,33,0.1864406779661017,90690,14180,0.9574123223257036,5,0.8055555555555556,6,0.020068027210884354,6,1.0,6,False,False,True,existing_point_reference_not_selection
transfer_2048,43,L_relation,G_uncertainty,0.5,,combined,249,2,48,216,45,204,10,3,0,2,175,246,18,20,5,1,1,0,234,15,3,0,0,0,0,2,0,0,264,12,0.9431818181818182,0.9924242424242424,0.9375,0.9375,0.046296296296296294,0.04672897196261682,0.6628787878787878,175,0.6628787878787878,396695,73498,0.9326796126426972,15,0.9752066115702479,11,0.06518926283963877,12,0.9916666666666667,12,False,False,True,existing_point_reference_not_selection
transfer_2048,43,L_relation,G_uncertainty,0.5,,banking,76,2,28,59,25,51,6,3,0,2,52,87,0,11,4,1,1,0,76,0,0,0,0,0,0,2,0,0,87,6,0.8735632183908046,0.9770114942528736,0.8928571428571429,0.8928571428571429,0.1016949152542373,0.10526315789473684,0.5977011494252874,52,0.5977011494252874,79663,23426,0.8981481481481481,7,0.9454545454545454,5,0.09179197994987469,6,0.9833333333333334,6,False,False,False,existing_point_reference_not_selection
transfer_2048,43,L_relation,G_uncertainty,0.5,,travel,173,0,20,157,20,153,4,0,0,0,123,159,18,9,1,0,0,0,158,15,3,0,0,0,0,0,0,0,177,6,0.9774011299435028,1.0,1.0,1.0,0.025477707006369428,0.025477707006369428,0.6949152542372882,123,0.6949152542372882,317032,50072,0.9672110771372461,8,1.0,6,0.03858654572940287,6,1.0,6,False,True,True,existing_point_reference_not_selection
transfer_2048,44,L_direct,G_uncertainty,0.1,,combined,252,0,48,216,43,209,7,5,0,0,69,246,18,14,3,0,0,4,236,16,2,0,0,0,0,0,0,0,264,12,0.9545454545454546,1.0,0.8958333333333334,0.8958333333333334,0.032407407407407406,0.032407407407407406,0.26136363636363635,69,0.26136363636363635,133390,4966,0.9611988200621603,11,0.9297520661157025,11,0.03531596849266022,12,1.0,12,False,False,True,existing_point_reference_not_selection
transfer_2048,44,L_direct,G_uncertainty,0.1,,banking,79,0,28,59,25,54,5,3,0,0,39,87,0,8,3,0,0,2,79,0,0,0,0,0,0,0,0,0,87,6,0.9080459770114943,1.0,0.8928571428571429,0.8928571428571429,0.0847457627118644,0.0847457627118644,0.4482758620689655,39,0.4482758620689655,53799,2791,0.9425925925925926,5,0.9454545454545454,5,0.05889724310776942,6,1.0,6,False,False,False,existing_point_reference_not_selection
transfer_2048,44,L_direct,G_uncertainty,0.1,,travel,173,0,20,157,18,155,2,2,0,0,30,159,18,6,0,0,0,2,157,16,2,0,0,0,0,0,0,0,177,6,0.9774011299435028,1.0,0.9,0.9,0.012738853503184714,0.012738853503184714,0.1694915254237288,30,0.1694915254237288,79591,2175,0.979805047531728,6,0.9166666666666666,6,0.01173469387755102,6,1.0,6,False,False,True,existing_point_reference_not_selection
transfer_2048,44,L_direct,G_uncertainty,0.25,,combined,251,0,48,216,43,208,8,5,0,0,79,246,18,14,4,0,0,4,235,16,2,0,0,0,0,0,0,0,264,12,0.9507575757575758,1.0,0.8958333333333334,0.8958333333333334,0.037037037037037035,0.037037037037037035,0.29924242424242425,79,0.29924242424242425,151817,5658,0.9519395608029011,10,0.9297520661157025,11,0.047220730397422125,12,1.0,12,False,False,True,existing_point_reference_not_selection
transfer_2048,44,L_direct,G_uncertainty,0.25,,banking,78,0,28,59,25,53,6,3,0,0,45,87,0,8,4,0,0,2,78,0,0,0,0,0,0,0,0,0,87,6,0.896551724137931,1.0,0.8928571428571429,0.8928571428571429,0.1016949152542373,0.1016949152542373,0.5172413793103449,45,0.5172413793103449,60943,3216,0.924074074074074,4,0.9454545454545454,5,0.08270676691729323,6,1.0,6,False,False,False,existing_point_reference_not_selection
transfer_2048,44,L_direct,G_uncertainty,0.25,,travel,173,0,20,157,18,155,2,2,0,0,34,159,18,6,0,0,0,2,157,16,2,0,0,0,0,0,0,0,177,6,0.9774011299435028,1.0,0.9,0.9,0.012738853503184714,0.012738853503184714,0.192090395480226,34,0.192090395480226,90874,2442,0.979805047531728,6,0.9166666666666666,6,0.01173469387755102,6,1.0,6,False,False,True,existing_point_reference_not_selection
transfer_2048,44,L_direct,G_uncertainty,0.5,,combined,248,0,48,216,45,203,13,3,0,0,131,246,18,16,9,0,0,0,232,16,2,0,0,0,0,0,0,0,264,12,0.9393939393939394,1.0,0.9375,0.9375,0.06018518518518518,0.06018518518518518,0.4962121212121212,131,0.4962121212121212,271043,9164,0.9174475821932754,7,0.9752066115702479,11,0.09583184150853323,12,1.0,12,False,False,False,existing_point_reference_not_selection
transfer_2048,44,L_direct,G_uncertainty,0.5,,banking,76,0,28,59,25,51,8,3,0,0,52,87,0,8,6,0,0,0,76,0,0,0,0,0,0,0,0,0,87,6,0.8735632183908046,1.0,0.8928571428571429,0.8928571428571429,0.13559322033898305,0.13559322033898305,0.5977011494252874,52,0.5977011494252874,70920,3695,0.8907407407407407,2,0.9454545454545454,5,0.1243734335839599,6,1.0,6,False,False,False,existing_point_reference_not_selection
transfer_2048,44,L_direct,G_uncertainty,0.5,,travel,172,0,20,157,20,152,5,0,0,0,79,159,18,8,3,0,0,0,156,16,2,0,0,0,0,0,0,0,177,6,0.9717514124293786,1.0,1.0,1.0,0.03184713375796178,0.03184713375796178,0.4463276836158192,79,0.4463276836158192,200123,5469,0.94415442364581,5,1.0,6,0.06729024943310657,6,1.0,6,False,True,True,existing_point_reference_not_selection
transfer_2048,44,L_relation,G_uncertainty,0.1,,combined,251,2,48,216,43,208,6,5,0,2,69,246,18,14,1,2,0,4,236,15,3,0,0,0,0,2,0,0,264,12,0.9507575757575758,0.9924242424242424,0.8958333333333334,0.8958333333333334,0.027777777777777776,0.028037383177570093,0.26136363636363635,69,0.26136363636363635,144154,30811,0.9612793353600669,13,0.9297520661157025,11,0.02319190834228428,12,0.9916666666666667,12,False,False,True,existing_point_reference_not_selection
transfer_2048,44,L_relation,G_uncertainty,0.1,,banking,79,2,28,59,25,54,3,3,0,2,39,87,0,8,1,2,0,2,79,0,0,0,0,0,0,2,0,0,87,6,0.9080459770114943,0.9770114942528736,0.8928571428571429,0.8928571428571429,0.05084745762711865,0.05263157894736842,0.4482758620689655,39,0.4482758620689655,59883,17706,0.95,7,0.9454545454545454,5,0.02631578947368421,6,0.9833333333333334,6,False,False,False,existing_point_reference_not_selection
transfer_2048,44,L_relation,G_uncertainty,0.1,,travel,172,0,20,157,18,154,3,2,0,0,30,159,18,6,0,0,0,2,157,15,3,0,0,0,0,0,0,0,177,6,0.9717514124293786,1.0,0.9,0.9,0.01910828025477707,0.01910828025477707,0.1694915254237288,30,0.1694915254237288,84271,13105,0.9725586707201338,6,0.9166666666666666,6,0.020068027210884354,6,1.0,6,False,False,True,existing_point_reference_not_selection
transfer_2048,44,L_relation,G_uncertainty,0.25,,combined,250,2,48,216,43,207,7,5,0,2,79,246,18,14,2,2,0,4,235,15,3,0,0,0,0,2,0,0,264,12,0.946969696969697,0.9924242424242424,0.8958333333333334,0.8958333333333334,0.032407407407407406,0.03271028037383177,0.29924242424242425,79,0.29924242424242425,164141,35127,0.9520200761008076,12,0.9297520661157025,11,0.035096670247046186,12,0.9916666666666667,12,False,False,True,existing_point_reference_not_selection
transfer_2048,44,L_relation,G_uncertainty,0.25,,banking,78,2,28,59,25,53,4,3,0,2,45,87,0,8,2,2,0,2,78,0,0,0,0,0,0,2,0,0,87,6,0.896551724137931,0.9770114942528736,0.8928571428571429,0.8928571428571429,0.06779661016949153,0.07017543859649122,0.5172413793103449,45,0.5172413793103449,67963,20406,0.9314814814814815,6,0.9454545454545454,5,0.05012531328320802,6,0.9833333333333334,6,False,False,False,existing_point_reference_not_selection
transfer_2048,44,L_relation,G_uncertainty,0.25,,travel,172,0,20,157,18,154,3,2,0,0,34,159,18,6,0,0,0,2,157,15,3,0,0,0,0,0,0,0,177,6,0.9717514124293786,1.0,0.9,0.9,0.01910828025477707,0.01910828025477707,0.192090395480226,34,0.192090395480226,96178,14721,0.9725586707201338,6,0.9166666666666666,6,0.020068027210884354,6,1.0,6,False,False,True,existing_point_reference_not_selection
transfer_2048,44,L_relation,G_uncertainty,0.5,,combined,249,2,48,216,45,204,10,3,0,2,131,246,18,16,5,2,0,0,234,15,3,0,0,0,0,2,0,0,264,12,0.9431818181818182,0.9924242424242424,0.9375,0.9375,0.046296296296296294,0.04672897196261682,0.4962121212121212,131,0.4962121212121212,291479,56429,0.9326796126426972,11,0.9752066115702479,11,0.06518926283963877,12,0.9916666666666667,12,False,False,True,existing_point_reference_not_selection
transfer_2048,44,L_relation,G_uncertainty,0.5,,banking,76,2,28,59,25,51,6,3,0,2,52,87,0,8,4,2,0,0,76,0,0,0,0,0,0,2,0,0,87,6,0.8735632183908046,0.9770114942528736,0.8928571428571429,0.8928571428571429,0.1016949152542373,0.10526315789473684,0.5977011494252874,52,0.5977011494252874,79032,23424,0.8981481481481481,4,0.9454545454545454,5,0.09179197994987469,6,0.9833333333333334,6,False,False,False,existing_point_reference_not_selection
transfer_2048,44,L_relation,G_uncertainty,0.5,,travel,173,0,20,157,20,153,4,0,0,0,79,159,18,8,1,0,0,0,158,15,3,0,0,0,0,0,0,0,177,6,0.9774011299435028,1.0,1.0,1.0,0.025477707006369428,0.025477707006369428,0.4463276836158192,79,0.4463276836158192,212447,33005,0.9672110771372461,7,1.0,6,0.03858654572940287,6,1.0,6,False,True,True,existing_point_reference_not_selection
dev_2048,42,L_direct,G_uncertainty,0.1,,combined,151,0,46,112,43,108,4,3,0,0,40,131,27,2,2,0,0,3,126,25,2,0,0,0,0,0,0,0,158,7,0.9556962025316456,1.0,0.9347826086956522,0.9347826086956522,0.03571428571428571,0.03571428571428571,0.25316455696202533,40,0.25316455696202533,103028,2916,0.9476356976356977,0,0.8928571428571429,7,0.04677960927960928,7,1.0,7,False,False,True,source_dev_selection
dev_2048,42,L_direct,G_uncertainty,0.1,,slack,59,0,12,51,9,50,1,3,0,0,11,63,0,1,1,0,0,3,59,0,0,0,0,0,0,0,0,0,63,3,0.9365079365079365,1.0,0.75,0.75,0.0196078431372549,0.0196078431372549,0.1746031746031746,11,0.1746031746031746,15432,785,0.9220085470085471,0,0.75,3,0.037037037037037035,3,1.0,3,False,False,True,source_dev_selection
dev_2048,42,L_direct,G_uncertainty,0.1,,workspace,92,0,34,61,34,58,3,0,0,0,29,68,27,1,1,0,0,0,67,25,2,0,0,0,0,0,0,0,95,4,0.968421052631579,1.0,1.0,1.0,0.04918032786885246,0.04918032786885246,0.30526315789473685,29,0.30526315789473685,87596,2131,0.9668560606060606,0,1.0,4,0.054086538461538464,4,1.0,4,False,True,True,source_dev_selection
dev_2048,42,L_direct,G_uncertainty,0.25,,combined,152,0,46,112,44,108,4,2,0,0,60,131,27,3,2,0,0,2,127,25,2,0,0,0,0,0,0,0,158,7,0.9620253164556962,1.0,0.9565217391304348,0.9565217391304348,0.03571428571428571,0.03571428571428571,0.379746835443038,60,0.379746835443038,163533,4448,0.9586247086247086,1,0.9285714285714286,7,0.04677960927960928,7,1.0,7,False,True,True,source_dev_selection
dev_2048,42,L_direct,G_uncertainty,0.25,,slack,60,0,12,51,10,50,1,2,0,0,12,63,0,2,1,0,0,2,60,0,0,0,0,0,0,0,0,0,63,3,0.9523809523809523,1.0,0.8333333333333334,0.8333333333333334,0.0196078431372549,0.0196078431372549,0.19047619047619047,12,0.19047619047619047,16274,845,0.9476495726495727,1,0.8333333333333334,3,0.037037037037037035,3,1.0,3,False,False,True,source_dev_selection
dev_2048,42,L_direct,G_uncertainty,0.25,,workspace,92,0,34,61,34,58,3,0,0,0,48,68,27,1,1,0,0,0,67,25,2,0,0,0,0,0,0,0,95,4,0.968421052631579,1.0,1.0,1.0,0.04918032786885246,0.04918032786885246,0.5052631578947369,48,0.5052631578947369,147259,3603,0.9668560606060606,0,1.0,4,0.054086538461538464,4,1.0,4,False,True,True,source_dev_selection
dev_2048,42,L_direct,G_uncertainty,0.5,,combined,151,0,46,112,46,105,7,0,0,0,93,131,27,5,5,0,0,0,126,25,2,0,0,0,0,0,0,0,158,7,0.9556962025316456,1.0,1.0,1.0,0.0625,0.0625,0.5886075949367089,93,0.5886075949367089,219620,6786,0.9421411921411922,0,1.0,7,0.08566849816849817,7,1.0,7,False,True,False,source_dev_selection
dev_2048,42,L_direct,G_uncertainty,0.5,,slack,59,0,12,51,12,47,4,0,0,0,40,63,0,4,4,0,0,0,59,0,0,0,0,0,0,0,0,0,63,3,0.9365079365079365,1.0,1.0,1.0,0.0784313725490196,0.0784313725490196,0.6349206349206349,40,0.6349206349206349,57802,2829,0.9091880341880342,0,1.0,3,0.12777777777777777,3,1.0,3,False,True,False,source_dev_selection
