cohort,domain,gate,budget,arm,seeds,unsafe_recall_all_mean,unsafe_recall_all_sd,unsafe_recall_all_min,unsafe_recall_all_max,FN_mean,FN_sd,FN_min,FN_max,FPR_all_mean,FPR_all_sd,FPR_all_min,FPR_all_max,FP_mean,FP_sd,FP_min,FP_max,correct_over_N_mean,correct_over_N_sd,correct_over_N_min,correct_over_N_max,coverage_mean,coverage_sd,coverage_min,coverage_max,actual_call_rate_mean,actual_call_rate_sd,actual_call_rate_min,actual_call_rate_max,abstain_model_mean,abstain_model_sd,abstain_model_min,abstain_model_max,abstain_technical_mean,abstain_technical_sd,abstain_technical_min,abstain_technical_max,abstain_input_overflow_mean,abstain_input_overflow_sd,abstain_input_overflow_min,abstain_input_overflow_max,group_macro_unsafe_recall_all_mean,group_macro_unsafe_recall_all_sd,group_macro_unsafe_recall_all_min,group_macro_unsafe_recall_all_max,group_macro_FPR_all_mean,group_macro_FPR_all_sd,group_macro_FPR_all_min,group_macro_FPR_all_max,S_fit_wrong_to_correct_mean,S_fit_wrong_to_correct_sd,S_fit_wrong_to_correct_min,S_fit_wrong_to_correct_max,S_fit_correct_to_wrong_mean,S_fit_correct_to_wrong_sd,S_fit_correct_to_wrong_min,S_fit_correct_to_wrong_max,S_fit_correct_to_abstain_mean,S_fit_correct_to_abstain_sd,S_fit_correct_to_abstain_min,S_fit_correct_to_abstain_max,S_overflow_recovery_correct_mean,S_overflow_recovery_correct_sd,S_overflow_recovery_correct_min,S_overflow_recovery_correct_max,worst_recall_seed
old_test_800,combined,G_random,0.1,L_relation,"42,43,44",1.0,0.0,1.0,1.0,0,0.0,0,0,0.04234972677595628,0.02330426517654642,0.01639344262295082,0.06147540983606557,2.5833333333333335,1.4215601757693317,1,3.75,0.9626736111111112,0.014807918497597165,0.9505208333333334,0.9791666666666666,0.9895833333333334,0.0,0.9895833333333334,0.9895833333333334,0.21180555555555555,0.026214702900245662,0.1875,0.23958333333333334,0,0.0,0,0,1,0.0,1,1,0,0.0,0,0,1.0,0.0,1.0,1.0,0.041005291005291,0.022564447234433835,0.015873015873015872,0.05952380952380952,0.13333333333333333,0.15275252316519466,0,0.3,0.05,0.05,0,0.1,0,0.0,0,0,12,0.0,12,12,42
old_test_800,slack,G_random,0.1,L_relation,"42,43,44",1.0,0.0,1.0,1.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.22222222222222224,0.20971762320196527,0.0,0.4166666666666667,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,42
old_test_800,workspace,G_random,0.1,L_relation,"42,43,44",1.0,0.0,1.0,1.0,0,0.0,0,0,0.04967948717948718,0.02733769568787177,0.019230769230769232,0.07211538461538462,2.5833333333333335,1.4215601757693317,1,3.75,0.9573412698412698,0.01692333542582538,0.9434523809523809,0.9761904761904762,0.9880952380952381,0.0,0.9880952380952381,0.9880952380952381,0.21031746031746032,0.0299596604574236,0.17857142857142858,0.23809523809523808,0,0.0,0,0,1,0.0,1,1,0,0.0,0,0,1.0,0.0,1.0,1.0,0.047839506172839504,0.02632518844017281,0.018518518518518517,0.06944444444444445,0.13333333333333333,0.15275252316519466,0,0.3,0.05,0.05,0,0.1,0,0.0,0,0,12,0.0,12,12,42
old_test_800,combined,G_uncertainty,0.25,L_relation,"42,43,44",1.0,0.0,1.0,1.0,0,0.0,0,0,0.02185792349726776,0.00946475851130534,0.01639344262295082,0.03278688524590164,1.3333333333333333,0.5773502691896257,1,2,0.9756944444444444,0.00601406530405858,0.96875,0.9791666666666666,0.9895833333333334,0.0,0.9895833333333334,0.9895833333333334,0.3854166666666667,0.03608439182435161,0.34375,0.40625,0,0.0,0,0,1,0.0,1,1,0,0.0,0,0,1.0,0.0,1.0,1.0,0.021164021164021163,0.009164289987136916,0.015873015873015872,0.031746031746031744,1.6666666666666667,1.5275252316519468,0,3,0.3333333333333333,0.5773502691896257,0,1,0,0.0,0,0,12,0.0,12,12,42
old_test_800,slack,G_uncertainty,0.25,L_relation,"42,43,44",1.0,0.0,1.0,1.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3055555555555556,0.2545875386086578,0.08333333333333333,0.5833333333333334,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,42
old_test_800,workspace,G_uncertainty,0.25,L_relation,"42,43,44",1.0,0.0,1.0,1.0,0,0.0,0,0,0.025641025641025644,0.011102889792108188,0.019230769230769232,0.038461538461538464,1.3333333333333333,0.5773502691896257,1,2,0.9722222222222222,0.006873217490352663,0.9642857142857143,0.9761904761904762,0.9880952380952381,0.0,0.9880952380952381,0.9880952380952381,0.3968253968253968,0.07653691080153138,0.30952380952380953,0.4523809523809524,0,0.0,0,0,1,0.0,1,1,0,0.0,0,0,1.0,0.0,1.0,1.0,0.024691358024691357,0.010691671651659736,0.018518518518518517,0.037037037037037035,1.6666666666666667,1.5275252316519468,0,3,0.3333333333333333,0.5773502691896257,0,1,0,0.0,0,0,12,0.0,12,12,42
old_test_800,combined,G_random,0.25,L_relation,"42,43,44",1.0,0.0,1.0,1.0,0,0.0,0,0,0.03989071038251366,0.01758637709481322,0.019672131147540985,0.051639344262295085,2.4333333333333336,1.0727690027836065,1.2,3.15,0.9642361111111111,0.01117467711232921,0.9567708333333333,0.9770833333333333,0.9895833333333334,0.0,0.9895833333333334,0.9895833333333334,0.3854166666666667,0.03608439182435161,0.34375,0.40625,0,0.0,0,0,1,0.0,1,1,0,0.0,0,0,1.0,0.0,1.0,1.0,0.038624338624338624,0.017028079409263593,0.019047619047619046,0.049999999999999996,0.4666666666666667,0.5686240703077328,0,1.1,0.23333333333333334,0.02886751345948128,0.2,0.25,0,0.0,0,0,12,0.0,12,12,42
old_test_800,slack,G_random,0.25,L_relation,"42,43,44",1.0,0.0,1.0,1.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3055555555555556,0.2545875386086578,0.08333333333333333,0.5833333333333334,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,42
old_test_800,workspace,G_random,0.25,L_relation,"42,43,44",1.0,0.0,1.0,1.0,0,0.0,0,0,0.0467948717948718,0.020630173130453972,0.023076923076923078,0.060576923076923084,2.4333333333333336,1.0727690027836065,1.2,3.15,0.959126984126984,0.012771059556947713,0.950595238095238,0.9738095238095238,0.9880952380952381,0.0,0.9880952380952381,0.9880952380952381,0.3968253968253968,0.07653691080153138,0.30952380952380953,0.4523809523809524,0,0.0,0,0,1,0.0,1,1,0,0.0,0,0,1.0,0.0,1.0,1.0,0.04506172839506172,0.019866092644140857,0.02222222222222222,0.05833333333333333,0.4666666666666667,0.5686240703077328,0,1.1,0.23333333333333334,0.02886751345948128,0.2,0.25,0,0.0,0,0,12,0.0,12,12,42
old_test_800,combined,G_uncertainty,0.5,L_relation,"42,43,44",1.0,0.0,1.0,1.0,0,0.0,0,0,0.03278688524590164,0.0,0.03278688524590164,0.03278688524590164,2,0.0,2,2,0.96875,0.0,0.96875,0.96875,0.9895833333333334,0.0,0.9895833333333334,0.9895833333333334,0.5590277777777778,0.03658213108629421,0.5208333333333334,0.59375,0,0.0,0,0,1,0.0,1,1,0,0.0,0,0,1.0,0.0,1.0,1.0,0.031746031746031744,0.0,0.031746031746031744,0.031746031746031744,1.6666666666666667,1.5275252316519468,0,3,1,0.0,1,1,0,0.0,0,0,12,0.0,12,12,42
old_test_800,slack,G_uncertainty,0.5,L_relation,"42,43,44",1.0,0.0,1.0,1.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7222222222222222,0.048112522432468836,0.6666666666666666,0.75,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,42
old_test_800,workspace,G_uncertainty,0.5,L_relation,"42,43,44",1.0,0.0,1.0,1.0,0,0.0,0,0,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,2,0.0,2,2,0.9642857142857143,0.0,0.9642857142857143,0.9642857142857143,0.9880952380952381,0.0,0.9880952380952381,0.9880952380952381,0.5357142857142857,0.0429232294698094,0.4880952380952381,0.5714285714285714,0,0.0,0,0,1,0.0,1,1,0,0.0,0,0,1.0,0.0,1.0,1.0,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,1.6666666666666667,1.5275252316519468,0,3,1,0.0,1,1,0,0.0,0,0,12,0.0,12,12,42
old_test_800,combined,G_random,0.5,L_relation,"42,43,44",1.0,0.0,1.0,1.0,0,0.0,0,0,0.03715846994535519,0.01489760205488042,0.020491803278688527,0.04918032786885246,2.2666666666666666,0.9087537253477057,1.25,3,0.9659722222222222,0.009466184639038587,0.9583333333333334,0.9765625,0.9895833333333334,0.0,0.9895833333333334,0.9895833333333334,0.5590277777777778,0.03658213108629421,0.5208333333333334,0.59375,0,0.0,0,0,1,0.0,1,1,0,0.0,0,0,1.0,0.0,1.0,1.0,0.03597883597883598,0.014424662307106439,0.01984126984126984,0.047619047619047616,0.7833333333333333,0.732006375199925,0,1.45,0.38333333333333336,0.11547005383792516,0.25,0.45,0,0.0,0,0,12,0.0,12,12,42
old_test_800,slack,G_random,0.5,L_relation,"42,43,44",1.0,0.0,1.0,1.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7222222222222222,0.048112522432468836,0.6666666666666666,0.75,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,42
old_test_800,workspace,G_random,0.5,L_relation,"42,43,44",1.0,0.0,1.0,1.0,0,0.0,0,0,0.043589743589743594,0.017476033179763574,0.02403846153846154,0.057692307692307696,2.2666666666666666,0.9087537253477057,1.25,3,0.961111111111111,0.010818496730329854,0.9523809523809523,0.9732142857142857,0.9880952380952381,0.0,0.9880952380952381,0.9880952380952381,0.5357142857142857,0.0429232294698094,0.4880952380952381,0.5714285714285714,0,0.0,0,0,1,0.0,1,1,0,0.0,0,0,1.0,0.0,1.0,1.0,0.04197530864197531,0.01682877269162418,0.023148148148148147,0.05555555555555555,0.7833333333333333,0.732006375199925,0,1.45,0.38333333333333336,0.11547005383792516,0.25,0.45,0,0.0,0,0,12,0.0,12,12,42
transfer_2048,combined,E_only,,,"42,43,44",0.35416666666666663,0.18042195912175804,0.14583333333333334,0.4583333333333333,23,8.660254037844387,18,33,0.037037037037037035,0.023148148148148147,0.013888888888888888,0.06018518518518518,8,5.0,3,13,0.8143939393939394,0.0501089263459203,0.7575757575757576,0.8522727272727273,0.9318181818181818,0.0,0.9318181818181818,0.9318181818181818,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,18,0.0,18,18,0.34018759018759015,0.1560646964490736,0.16017316017316016,0.4374262101534829,0.03898635477582846,0.02664243880757118,0.013157894736842105,0.06637426900584795,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,42
transfer_2048,banking,E_only,,,"42,43,44",0.5238095238095238,0.2377974328028355,0.25,0.6785714285714286,13.333333333333334,6.6583281184793925,9,21,0.13559322033898305,0.0847457627118644,0.05084745762711865,0.22033898305084745,8,5.0,3,13,0.7547892720306514,0.12816650332320098,0.6091954022988506,0.8505747126436781,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.5873015873015873,0.20365024714380991,0.35238095238095235,0.7138528138528139,0.07797270955165692,0.05328487761514236,0.02631578947368421,0.1327485380116959,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,42
transfer_2048,travel,E_only,,,"42,43,44",0.11666666666666667,0.10408329997330663,0.0,0.2,9.666666666666666,2.0816659994661326,8,12,0.0,0.0,0.0,0.0,0,0.0,0,0,0.8436911487758946,0.011760824855740861,0.8305084745762712,0.8531073446327684,0.8983050847457628,0.0,0.8983050847457628,0.8983050847457628,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,18,0.0,18,18,0.13425925925925924,0.11812361872382475,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,42
transfer_2048,combined,G_overflow,,L_direct,"42,43,44",0.5208333333333334,0.18042195912175804,0.3125,0.625,23,8.660254037844387,18,33,0.046296296296296294,0.02314814814814815,0.023148148148148147,0.06944444444444445,10,5.0,5,15,0.875,0.050108926345920235,0.8181818181818182,0.9128787878787878,1.0,0.0,1.0,1.0,0.06818181818181818,0.0,0.06818181818181818,0.06818181818181818,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.5598845598845599,0.15606469644907356,0.37987012987012986,0.6571231798504525,0.04485370171460397,0.02664243880757118,0.019025241675617616,0.07224161594462346,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,16,0.0,16,16,42
transfer_2048,banking,G_overflow,,L_direct,"42,43,44",0.5238095238095238,0.2377974328028355,0.25,0.6785714285714286,13.333333333333334,6.6583281184793925,9,21,0.13559322033898305,0.0847457627118644,0.05084745762711865,0.22033898305084745,8,5.0,3,13,0.7547892720306514,0.12816650332320098,0.6091954022988506,0.8505747126436781,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.5873015873015873,0.20365024714380991,0.35238095238095235,0.7138528138528139,0.07797270955165692,0.05328487761514236,0.02631578947368421,0.1327485380116959,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,42
transfer_2048,travel,G_overflow,,L_direct,"42,43,44",0.5166666666666667,0.10408329997330662,0.4,0.6,9.666666666666666,2.0816659994661326,8,12,0.012738853503184714,0.0,0.012738853503184714,0.012738853503184714,2,0.0,2,2,0.9340866290018832,0.011760824855740879,0.9209039548022598,0.943502824858757,1.0,0.0,1.0,1.0,0.1016949152542373,0.0,0.1016949152542373,0.1016949152542373,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.5370370370370371,0.11812361872382476,0.4027777777777778,0.625,0.01173469387755102,0.0,0.01173469387755102,0.01173469387755102,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,16,0.0,16,16,42
transfer_2048,combined,L_all,,L_direct,"42,43,44",0.9375,0.0,0.9375,0.9375,3,0.0,3,3,0.06481481481481481,0.0,0.06481481481481481,0.06481481481481481,14,0.0,14,14,0.9356060606060606,0.0,0.9356060606060606,0.9356060606060606,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.9752066115702479,0.0,0.9752066115702479,0.9752066115702479,0.09903696971366144,0.0,0.09903696971366144,0.09903696971366144,25.333333333333332,12.858201014657274,16,40,9.333333333333334,0.5773502691896257,9,10,0,0.0,0,0,16,0.0,16,16,42
transfer_2048,banking,L_all,,L_direct,"42,43,44",0.8928571428571429,0.0,0.8928571428571429,0.8928571428571429,3,0.0,3,3,0.13559322033898305,0.0,0.13559322033898305,0.13559322033898305,8,0.0,8,8,0.8735632183908046,0.0,0.8735632183908046,0.8735632183908046,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.9454545454545454,0.0,0.9454545454545454,0.9454545454545454,0.1243734335839599,0.0,0.1243734335839599,0.1243734335839599,15.666666666666666,10.785793124908958,8,28,5.333333333333333,0.5773502691896257,5,6,0,0.0,0,0,0,0.0,0,0,42
transfer_2048,travel,L_all,,L_direct,"42,43,44",1.0,0.0,1.0,1.0,0,0.0,0,0,0.03821656050955414,0.0,0.03821656050955414,0.03821656050955414,6,0.0,6,6,0.9661016949152542,0.0,0.9661016949152542,0.9661016949152542,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,1.0,0.0,1.0,1.0,0.07370050584336299,0.0,0.07370050584336299,0.07370050584336299,9.666666666666666,2.0816659994661326,8,12,4,0.0,4,4,0,0.0,0,0,16,0.0,16,16,42
transfer_2048,combined,G_uncertainty,0.1,L_direct,"42,43,44",0.7638888888888888,0.19357444256619938,0.5416666666666666,0.8958333333333334,11.333333333333334,9.29157324317757,5,22,0.032407407407407406,0.004629629629629629,0.027777777777777776,0.037037037037037035,7,1.0,6,8,0.9305555555555556,0.03221553237922497,0.8939393939393939,0.9545454545454546,1.0,0.0,1.0,1.0,0.2424242424242424,0.04654623381607767,0.1893939393939394,0.2765151515151515,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.7658730158730158,0.23333652297551866,0.49872097599370324,0.9297520661157025,0.03432390500059673,0.010452037453226924,0.023411206587898317,0.04424453992123165,17,3.605551275463989,14,21,2.3333333333333335,1.1547005383792515,1,3,0,0.0,0,0,16,0.0,16,16,42
transfer_2048,banking,G_uncertainty,0.1,L_direct,"42,43,44",0.8095238095238095,0.14433756729740643,0.6428571428571429,0.8928571428571429,5.333333333333333,4.041451884327381,3,10,0.0847457627118644,0.016949152542372885,0.06779661016949153,0.1016949152542373,5,1.0,4,6,0.8812260536398467,0.03694885349039448,0.8390804597701149,0.9080459770114943,1.0,0.0,1.0,1.0,0.4367816091954023,0.06399729152678187,0.367816091954023,0.4942528735632184,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.834920634920635,0.19145034900400576,0.6138528138528139,0.9454545454545454,0.056913116123642436,0.020904074906453848,0.03508771929824561,0.07675438596491228,13.333333333333334,6.8068592855540455,8,21,2.3333333333333335,1.1547005383792515,1,3,0,0.0,0,0,0,0.0,0,0,42
transfer_2048,travel,G_uncertainty,0.1,L_direct,"42,43,44",0.7000000000000001,0.2645751311064591,0.4,0.9,6,5.291502622129181,2,12,0.012738853503184714,0.0,0.012738853503184714,0.012738853503184714,2,0.0,2,2,0.9548022598870056,0.02989549504027788,0.9209039548022598,0.9774011299435028,1.0,0.0,1.0,1.0,0.14689265536723164,0.039142391131500046,0.1016949152542373,0.1694915254237288,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.7083333333333334,0.270387810193497,0.4027777777777778,0.9166666666666666,0.01173469387755102,0.0,0.01173469387755102,0.01173469387755102,3.6666666666666665,3.2145502536643185,0,6,0,0.0,0,0,0,0.0,0,0,16,0.0,16,16,42
transfer_2048,combined,G_random,0.1,L_direct,"42,43,44",0.6194444444444445,0.14674319341902992,0.45,0.7041666666666667,18.266666666666666,7.043673284113434,14.2,26.4,0.04521604938271605,0.013773310249072026,0.03148148148148148,0.059027777777777776,9.766666666666666,2.9750350137995576,6.8,12.75,0.8938131313131313,0.03689262359464772,0.8517045454545454,0.9204545454545454,1.0,0.0,1.0,1.0,0.2424242424242424,0.04654623381607767,0.1893939393939394,0.2765151515151515,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.6386527613800341,0.1363753234551778,0.481267217630854,0.7218811491538765,0.05283793178764983,0.014753595246314625,0.03805441851729446,0.06756142588614393,7.033333333333333,3.0664855018951798,4.4,10.4,2.0666666666666664,0.45368858629387326,1.55,2.4,0,0.0,0,0,16,0.0,16,16,42
transfer_2048,banking,G_random,0.1,L_direct,"42,43,44",0.675,0.16440213266405576,0.4857142857142857,0.7821428571428571,9.1,4.6032597145935625,6.1,14.4,0.12966101694915255,0.05212381123620943,0.07796610169491526,0.1822033898305085,7.6499999999999995,3.075304862936356,4.6,10.75,0.807471264367816,0.08465460667304778,0.710919540229885,0.8689655172413793,1.0,0.0,1.0,1.0,0.4367816091954023,0.06399729152678187,0.367816091954023,0.4942528735632184,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.7322582972582973,0.13600418221007426,0.5754545454545454,0.8181818181818181,0.09258789334447229,0.030753553028284343,0.0618812656641604,0.12338815789473684,6.533333333333333,3.4428670223134286,3.8,10.4,1.9500000000000002,0.35000000000000003,1.55,2.2,0,0.0,0,0,0,0.0,0,0,42
transfer_2048,travel,G_random,0.1,L_direct,"42,43,44",0.5416666666666666,0.12392874296680867,0.4,0.63,9.166666666666666,2.478574859336174,7.4,12,0.013481953290870489,0.0006629509552439912,0.012738853503184714,0.014012738853503185,2.1166666666666667,0.10408329997330669,2,2.2,0.9362523540489642,0.01341832688838503,0.9209039548022598,0.9457627118644067,1.0,0.0,1.0,1.0,0.14689265536723164,0.039142391131500046,0.1016949152542373,0.1694915254237288,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.5606481481481481,0.13749532352690963,0.4027777777777778,0.6541666666666667,0.013087970230827374,0.0012601001433728018,0.01173469387755102,0.014227571370428514,0.5,0.458257569495584,0,0.9,0.11666666666666667,0.10408329997330663,0,0.2,0,0.0,0,0,16,0.0,16,16,42
transfer_2048,combined,G_uncertainty,0.25,L_direct,"42,43,44",0.7708333333333334,0.18162078931419473,0.5625,0.8958333333333334,11,8.717797887081348,5,21,0.033950617283950615,0.005345835825829868,0.027777777777777776,0.037037037037037035,7.333333333333333,1.1547005383792515,6,8,0.9305555555555556,0.0286813552818196,0.8977272727272727,0.9507575757575758,1.0,0.0,1.0,1.0,0.26515151515151514,0.06235635467103913,0.19318181818181818,0.30303030303030304,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.781024531024531,0.20734358839495323,0.5441755214482487,0.9297520661157025,0.0382921589688507,0.01297291352244248,0.023411206587898317,0.047220730397422125,17.333333333333332,4.163331998932265,14,22,2.6666666666666665,1.5275252316519468,1,4,0,0.0,0,0,16,0.0,16,16,42
transfer_2048,banking,G_uncertainty,0.25,L_direct,"42,43,44",0.8214285714285715,0.12371791482634839,0.6785714285714286,0.8928571428571429,5,3.4641016151377544,3,9,0.0903954802259887,0.01957119556575003,0.06779661016949153,0.1016949152542373,5.333333333333333,1.1547005383792515,4,6,0.8812260536398467,0.026544839962741446,0.8505747126436781,0.896551724137931,1.0,0.0,1.0,1.0,0.4789272030651341,0.08703307809655594,0.3793103448275862,0.5402298850574713,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.8682539682539683,0.1337153220850432,0.7138528138528139,0.9454545454545454,0.06484962406015038,0.02594582704488496,0.03508771929824561,0.08270676691729323,13.666666666666666,7.371114795831994,8,22,2.6666666666666665,1.5275252316519468,1,4,0,0.0,0,0,0,0.0,0,0,42
transfer_2048,travel,G_uncertainty,0.25,L_direct,"42,43,44",0.7000000000000001,0.2645751311064591,0.4,0.9,6,5.291502622129181,2,12,0.012738853503184714,0.0,0.012738853503184714,0.012738853503184714,2,0.0,2,2,0.9548022598870056,0.02989549504027788,0.9209039548022598,0.9774011299435028,1.0,0.0,1.0,1.0,0.160075329566855,0.050637776496228824,0.1016949152542373,0.192090395480226,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.7083333333333334,0.270387810193497,0.4027777777777778,0.9166666666666666,0.01173469387755102,0.0,0.01173469387755102,0.01173469387755102,3.6666666666666665,3.2145502536643185,0,6,0,0.0,0,0,0,0.0,0,0,16,0.0,16,16,42
transfer_2048,combined,G_random,0.25,L_direct,"42,43,44",0.6274305555555555,0.15016026353656406,0.45416666666666666,0.7197916666666666,17.883333333333333,7.207692649755074,13.45,26.2,0.046219135802469134,0.012571241885442163,0.03449074074074074,0.05949074074074074,9.983333333333334,2.7153882472555066,7.45,12.85,0.8944444444444444,0.03705367103320583,0.8520833333333333,0.9208333333333333,1.0,0.0,1.0,1.0,0.26515151515151514,0.06235635467103913,0.19318181818181818,0.30303030303030304,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.6465810704447068,0.13991407876312678,0.48536009445100353,0.7362357339630067,0.05545365690885741,0.012569817773353403,0.04355732508927997,0.0686030925528106,7.566666666666666,2.761038451983842,5.2,10.6,2.433333333333333,0.7320063751999251,1.65,3.1,0,0.0,0,0,16,0.0,16,16,42
transfer_2048,banking,G_random,0.25,L_direct,"42,43,44",0.6845238095238095,0.1662281646445284,0.4928571428571428,0.7892857142857143,8.833333333333334,4.654388610046794,5.9,14.2,0.13305084745762713,0.04815617845822161,0.08813559322033898,0.18389830508474578,7.85,2.8412145290350743,5.2,10.85,0.8082375478927203,0.08392444599084525,0.7120689655172414,0.8666666666666667,1.0,0.0,1.0,1.0,0.4789272030651341,0.08703307809655594,0.3793103448275862,0.5402298850574713,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.7444227994227994,0.1386784093189948,0.5844588744588745,0.8307575757575758,0.09730889724310776,0.02686599358439553,0.07196115288220552,0.12547149122807016,6.95,3.279862802008645,4.25,10.6,2.3,0.6062177826491071,1.65,2.85,0,0.0,0,0,0,0.0,0,0,42
transfer_2048,travel,G_random,0.25,L_direct,"42,43,44",0.5475,0.13040801355744971,0.4,0.6475,9.05,2.6081602711489955,7.05,12,0.013588110403397028,0.0008014686237017779,0.012738853503184714,0.014331210191082803,2.1333333333333333,0.12583057392117916,2,2.25,0.9368173258003766,0.01404023953705516,0.9209039548022598,0.947457627118644,1.0,0.0,1.0,1.0,0.160075329566855,0.050637776496228824,0.1016949152542373,0.192090395480226,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.5650462962962963,0.1422210241196641,0.4027777777777778,0.6680555555555555,0.013598416574607051,0.001730173143300202,0.01173469387755102,0.01515349729635444,0.6166666666666667,0.5346338310781813,0,0.95,0.13333333333333333,0.12583057392117916,0,0.25,0,0.0,0,0,16,0.0,16,16,42
transfer_2048,combined,G_uncertainty,0.5,L_direct,"42,43,44",0.8888888888888888,0.08419691425682045,0.7916666666666666,0.9375,5.333333333333333,4.041451884327381,3,10,0.05709876543209876,0.009637342590120985,0.046296296296296294,0.06481481481481481,12.333333333333334,2.0816659994661326,10,14,0.9330808080808081,0.007885098482826298,0.9242424242424242,0.9393939393939394,1.0,0.0,1.0,1.0,0.48737373737373735,0.18008698116075328,0.30303030303030304,0.6628787878787878,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.9196510560146923,0.0962250448649376,0.8085399449035813,0.9752066115702479,0.08764095831765004,0.017038281643740293,0.06805406373075545,0.09903696971366144,23,8.888194417315589,16,33,7.666666666666667,2.309401076758503,5,9,0,0.0,0,0,16,0.0,16,16,42
transfer_2048,banking,G_uncertainty,0.5,L_direct,"42,43,44",0.8928571428571429,0.0,0.8928571428571429,0.8928571428571429,3,0.0,3,3,0.13559322033898305,0.0,0.13559322033898305,0.13559322033898305,8,0.0,8,8,0.8735632183908046,0.0,0.8735632183908046,0.8735632183908046,1.0,0.0,1.0,1.0,0.5938697318007663,0.006636209990685409,0.5862068965517241,0.5977011494252874,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.9454545454545454,0.0,0.9454545454545454,0.9454545454545454,0.1243734335839599,0.0,0.1243734335839599,0.1243734335839599,15.666666666666666,10.785793124908958,8,28,5.333333333333333,0.5773502691896257,5,6,0,0.0,0,0,0,0.0,0,0,42
