cohort,seed,arm,gate,budget,random_seed,group_id,correct,abstain,N_unsafe,N_safe,TP,TN,FP,FN,abstain_unsafe,abstain_safe,routed,S_fit_N,S_overflow_N,S_fit_wrong_to_correct,S_fit_correct_to_wrong,S_fit_correct_to_abstain,S_fit_wrong_to_abstain,S_fit_unrouted_errors,S_fit_correct,S_overflow_recovery_correct,S_overflow_recovery_wrong,S_overflow_final_abstain,S_overflow_unrouted,abstain_input_overflow,abstain_technical,abstain_model,abstain_rule_unsupported,abstain_rule_unresolved,N,task_groups,correct_over_N,coverage,unsafe_recall_all,unsafe_recall_covered,FPR_all,FPR_covered,actual_call_rate,deployment_calls,route_rate,routed_input_tokens,routed_output_tokens,group_macro_correct_over_N,binary_net_correction
old_test_800,44,L_relation,G_random,0.1,13,task_ef21473444d6,12,0,5,9,5,7,2,0,0,0,1,13,1,0,0,0,0,2,11,1,0,0,0,0,0,0,0,0,14,1,0.8571428571428571,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,0.07142857142857142,1,0.07142857142857142,2759,415,0.8571428571428571,0
old_test_800,44,L_relation,G_random,0.1,13,task_c220a8e8b789,13,0,5,8,5,8,0,0,0,0,2,11,2,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,13,1,1.0,1.0,1.0,1.0,0.0,0.0,0.15384615384615385,2,0.15384615384615385,6859,826,1.0,0
old_test_800,44,L_relation,G_random,0.1,14,task_43393231507e,12,0,3,9,3,9,0,0,0,0,5,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.4166666666666667,5,0.4166666666666667,8777,2215,1.0,0
old_test_800,44,L_relation,G_random,0.1,14,task_c02022c3f50c,14,0,5,9,5,9,0,0,0,0,2,12,2,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,14,1,1.0,1.0,1.0,1.0,0.0,0.0,0.14285714285714285,2,0.14285714285714285,3776,916,1.0,0
old_test_800,44,L_relation,G_random,0.1,14,task_0656c16cd48a,15,0,6,9,6,9,0,0,0,0,5,12,3,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,15,1,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,5,0.3333333333333333,9757,2128,1.0,0
old_test_800,44,L_relation,G_random,0.1,14,task_c9c6fe9c0d10,14,0,6,9,6,8,1,0,0,0,4,11,4,0,0,0,0,0,11,3,1,0,0,0,0,0,0,0,15,1,0.9333333333333333,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.26666666666666666,4,0.26666666666666666,9846,1696,0.9333333333333333,0
old_test_800,44,L_relation,G_random,0.1,14,task_f854634584d5,12,1,5,8,5,7,0,0,0,1,2,11,2,0,0,0,0,0,11,1,0,1,0,0,1,0,0,0,13,1,0.9230769230769231,0.9230769230769231,1.0,1.0,0.0,0.0,0.15384615384615385,2,0.15384615384615385,4957,1254,0.9230769230769231,0
old_test_800,44,L_relation,G_random,0.1,14,task_ef21473444d6,12,0,5,9,5,7,2,0,0,0,2,13,1,0,0,0,0,2,11,1,0,0,0,0,0,0,0,0,14,1,0.8571428571428571,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,0.14285714285714285,2,0.14285714285714285,4244,725,0.8571428571428571,0
old_test_800,44,L_relation,G_random,0.1,14,task_c220a8e8b789,13,0,5,8,5,8,0,0,0,0,3,11,2,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,13,1,1.0,1.0,1.0,1.0,0.0,0.0,0.23076923076923078,3,0.23076923076923078,7956,1145,1.0,0
old_test_800,44,L_relation,G_random,0.1,15,task_43393231507e,12,0,3,9,3,9,0,0,0,0,5,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.4166666666666667,5,0.4166666666666667,8324,2179,1.0,0
old_test_800,44,L_relation,G_random,0.1,15,task_c02022c3f50c,13,0,5,9,5,8,1,0,0,0,3,12,2,0,1,0,0,0,11,2,0,0,0,0,0,0,0,0,14,1,0.9285714285714286,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.21428571428571427,3,0.21428571428571427,5613,1457,0.9285714285714286,-1
old_test_800,44,L_relation,G_random,0.1,15,task_0656c16cd48a,15,0,6,9,6,9,0,0,0,0,3,12,3,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,15,1,1.0,1.0,1.0,1.0,0.0,0.0,0.2,3,0.2,6693,1320,1.0,0
old_test_800,44,L_relation,G_random,0.1,15,task_c9c6fe9c0d10,14,0,6,9,6,8,1,0,0,0,5,11,4,0,0,0,0,0,11,3,1,0,0,0,0,0,0,0,15,1,0.9333333333333333,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,5,0.3333333333333333,11348,2031,0.9333333333333333,0
old_test_800,44,L_relation,G_random,0.1,15,task_f854634584d5,12,1,5,8,5,7,0,0,0,1,2,11,2,0,0,0,0,0,11,1,0,1,0,0,1,0,0,0,13,1,0.9230769230769231,0.9230769230769231,1.0,1.0,0.0,0.0,0.15384615384615385,2,0.15384615384615385,4957,1254,0.9230769230769231,0
old_test_800,44,L_relation,G_random,0.1,15,task_ef21473444d6,12,0,5,9,5,7,2,0,0,0,2,13,1,0,0,0,0,2,11,1,0,0,0,0,0,0,0,0,14,1,0.8571428571428571,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,0.14285714285714285,2,0.14285714285714285,4789,855,0.8571428571428571,0
old_test_800,44,L_relation,G_random,0.1,15,task_c220a8e8b789,13,0,5,8,5,8,0,0,0,0,3,11,2,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,13,1,1.0,1.0,1.0,1.0,0.0,0.0,0.23076923076923078,3,0.23076923076923078,9811,1259,1.0,0
old_test_800,44,L_relation,G_random,0.1,16,task_43393231507e,12,0,3,9,3,9,0,0,0,0,5,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.4166666666666667,5,0.4166666666666667,10061,2096,1.0,0
old_test_800,44,L_relation,G_random,0.1,16,task_c02022c3f50c,14,0,5,9,5,9,0,0,0,0,2,12,2,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,14,1,1.0,1.0,1.0,1.0,0.0,0.0,0.14285714285714285,2,0.14285714285714285,3776,916,1.0,0
old_test_800,44,L_relation,G_random,0.1,16,task_0656c16cd48a,15,0,6,9,6,9,0,0,0,0,4,12,3,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,15,1,1.0,1.0,1.0,1.0,0.0,0.0,0.26666666666666666,4,0.26666666666666666,8012,1674,1.0,0
old_test_800,44,L_relation,G_random,0.1,16,task_c9c6fe9c0d10,14,0,6,9,6,8,1,0,0,0,4,11,4,0,0,0,0,0,11,3,1,0,0,0,0,0,0,0,15,1,0.9333333333333333,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.26666666666666666,4,0.26666666666666666,9846,1696,0.9333333333333333,0
old_test_800,44,L_relation,G_random,0.1,16,task_f854634584d5,12,1,5,8,5,7,0,0,0,1,3,11,2,0,0,0,0,0,11,1,0,1,0,0,1,0,0,0,13,1,0.9230769230769231,0.9230769230769231,1.0,1.0,0.0,0.0,0.23076923076923078,3,0.23076923076923078,6290,1625,0.9230769230769231,0
old_test_800,44,L_relation,G_random,0.1,16,task_ef21473444d6,12,0,5,9,5,7,2,0,0,0,2,13,1,0,0,0,0,2,11,1,0,0,0,0,0,0,0,0,14,1,0.8571428571428571,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,0.14285714285714285,2,0.14285714285714285,4244,725,0.8571428571428571,0
old_test_800,44,L_relation,G_random,0.1,16,task_c220a8e8b789,13,0,5,8,5,8,0,0,0,0,3,11,2,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,13,1,1.0,1.0,1.0,1.0,0.0,0.0,0.23076923076923078,3,0.23076923076923078,7712,1154,1.0,0
old_test_800,44,L_relation,G_random,0.1,17,task_43393231507e,12,0,3,9,3,9,0,0,0,0,5,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.4166666666666667,5,0.4166666666666667,10261,2154,1.0,0
old_test_800,44,L_relation,G_random,0.1,17,task_c02022c3f50c,14,0,5,9,5,9,0,0,0,0,3,12,2,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,14,1,1.0,1.0,1.0,1.0,0.0,0.0,0.21428571428571427,3,0.21428571428571427,5382,1386,1.0,0
old_test_800,44,L_relation,G_random,0.1,17,task_0656c16cd48a,15,0,6,9,6,9,0,0,0,0,5,12,3,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,15,1,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,5,0.3333333333333333,9888,2058,1.0,0
old_test_800,44,L_relation,G_random,0.1,17,task_c9c6fe9c0d10,14,0,6,9,6,8,1,0,0,0,5,11,4,0,0,0,0,0,11,3,1,0,0,0,0,0,0,0,15,1,0.9333333333333333,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,5,0.3333333333333333,11361,2098,0.9333333333333333,0
old_test_800,44,L_relation,G_random,0.1,17,task_f854634584d5,12,1,5,8,5,7,0,0,0,1,2,11,2,0,0,0,0,0,11,1,0,1,0,0,1,0,0,0,13,1,0.9230769230769231,0.9230769230769231,1.0,1.0,0.0,0.0,0.15384615384615385,2,0.15384615384615385,4957,1254,0.9230769230769231,0
old_test_800,44,L_relation,G_random,0.1,17,task_ef21473444d6,12,0,5,9,5,7,2,0,0,0,1,13,1,0,0,0,0,2,11,1,0,0,0,0,0,0,0,0,14,1,0.8571428571428571,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,0.07142857142857142,1,0.07142857142857142,2759,415,0.8571428571428571,0
old_test_800,44,L_relation,G_random,0.1,17,task_c220a8e8b789,13,0,5,8,5,8,0,0,0,0,2,11,2,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,13,1,1.0,1.0,1.0,1.0,0.0,0.0,0.15384615384615385,2,0.15384615384615385,6859,826,1.0,0
old_test_800,44,L_relation,G_random,0.1,18,task_43393231507e,12,0,3,9,3,9,0,0,0,0,5,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.4166666666666667,5,0.4166666666666667,8480,2103,1.0,0
old_test_800,44,L_relation,G_random,0.1,18,task_c02022c3f50c,14,0,5,9,5,9,0,0,0,0,4,12,2,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,14,1,1.0,1.0,1.0,1.0,0.0,0.0,0.2857142857142857,4,0.2857142857142857,7444,1725,1.0,0
old_test_800,44,L_relation,G_random,0.1,18,task_0656c16cd48a,15,0,6,9,6,9,0,0,0,0,3,12,3,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,15,1,1.0,1.0,1.0,1.0,0.0,0.0,0.2,3,0.2,6693,1320,1.0,0
old_test_800,44,L_relation,G_random,0.1,18,task_c9c6fe9c0d10,14,0,6,9,6,8,1,0,0,0,4,11,4,0,0,0,0,0,11,3,1,0,0,0,0,0,0,0,15,1,0.9333333333333333,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.26666666666666666,4,0.26666666666666666,9846,1696,0.9333333333333333,0
old_test_800,44,L_relation,G_random,0.1,18,task_f854634584d5,12,1,5,8,5,7,0,0,0,1,2,11,2,0,0,0,0,0,11,1,0,1,0,0,1,0,0,0,13,1,0.9230769230769231,0.9230769230769231,1.0,1.0,0.0,0.0,0.15384615384615385,2,0.15384615384615385,4957,1254,0.9230769230769231,0
old_test_800,44,L_relation,G_random,0.1,18,task_ef21473444d6,12,0,5,9,5,7,2,0,0,0,1,13,1,0,0,0,0,2,11,1,0,0,0,0,0,0,0,0,14,1,0.8571428571428571,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,0.07142857142857142,1,0.07142857142857142,2759,415,0.8571428571428571,0
old_test_800,44,L_relation,G_random,0.1,18,task_c220a8e8b789,13,0,5,8,5,8,0,0,0,0,4,11,2,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,13,1,1.0,1.0,1.0,1.0,0.0,0.0,0.3076923076923077,4,0.3076923076923077,9163,1468,1.0,0
old_test_800,44,L_relation,G_random,0.1,19,task_43393231507e,12,0,3,9,3,9,0,0,0,0,5,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.4166666666666667,5,0.4166666666666667,8014,2157,1.0,0
old_test_800,44,L_relation,G_random,0.1,19,task_c02022c3f50c,14,0,5,9,5,9,0,0,0,0,2,12,2,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,14,1,1.0,1.0,1.0,1.0,0.0,0.0,0.14285714285714285,2,0.14285714285714285,3776,916,1.0,0
old_test_800,44,L_relation,G_random,0.1,19,task_0656c16cd48a,15,0,6,9,6,9,0,0,0,0,3,12,3,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,15,1,1.0,1.0,1.0,1.0,0.0,0.0,0.2,3,0.2,6693,1320,1.0,0
old_test_800,44,L_relation,G_random,0.1,19,task_c9c6fe9c0d10,14,0,6,9,6,8,1,0,0,0,5,11,4,0,0,0,0,0,11,3,1,0,0,0,0,0,0,0,15,1,0.9333333333333333,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,5,0.3333333333333333,13757,2126,0.9333333333333333,0
old_test_800,44,L_relation,G_random,0.1,19,task_f854634584d5,12,1,5,8,5,7,0,0,0,1,4,11,2,0,0,0,0,0,11,1,0,1,0,0,1,0,0,0,13,1,0.9230769230769231,0.9230769230769231,1.0,1.0,0.0,0.0,0.3076923076923077,4,0.3076923076923077,10568,2095,0.9230769230769231,0
old_test_800,44,L_relation,G_random,0.1,19,task_ef21473444d6,12,0,5,9,5,7,2,0,0,0,1,13,1,0,0,0,0,2,11,1,0,0,0,0,0,0,0,0,14,1,0.8571428571428571,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,0.07142857142857142,1,0.07142857142857142,2759,415,0.8571428571428571,0
old_test_800,44,L_relation,G_random,0.1,19,task_c220a8e8b789,13,0,5,8,5,8,0,0,0,0,3,11,2,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,13,1,1.0,1.0,1.0,1.0,0.0,0.0,0.23076923076923078,3,0.23076923076923078,7956,1145,1.0,0
old_test_800,44,L_relation,G_uncertainty,0.25,,task_43393231507e,12,0,3,9,3,9,0,0,0,0,7,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5833333333333334,7,0.5833333333333334,15331,3094,1.0,0
old_test_800,44,L_relation,G_uncertainty,0.25,,task_c02022c3f50c,13,0,5,9,5,8,1,0,0,0,6,12,2,0,1,0,0,0,11,2,0,0,0,0,0,0,0,0,14,1,0.9285714285714286,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.42857142857142855,6,0.42857142857142855,11170,2832,0.9285714285714286,-1
old_test_800,44,L_relation,G_uncertainty,0.25,,task_0656c16cd48a,15,0,6,9,6,9,0,0,0,0,6,12,3,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,15,1,1.0,1.0,1.0,1.0,0.0,0.0,0.4,6,0.4,11226,2435,1.0,0
old_test_800,44,L_relation,G_uncertainty,0.25,,task_c9c6fe9c0d10,14,0,6,9,6,8,1,0,0,0,5,11,4,0,0,0,0,0,11,3,1,0,0,0,0,0,0,0,15,1,0.9333333333333333,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,5,0.3333333333333333,11271,2117,0.9333333333333333,0
old_test_800,44,L_relation,G_uncertainty,0.25,,task_f854634584d5,12,1,5,8,5,7,0,0,0,1,2,11,2,0,0,0,0,0,11,1,0,1,0,0,1,0,0,0,13,1,0.9230769230769231,0.9230769230769231,1.0,1.0,0.0,0.0,0.15384615384615385,2,0.15384615384615385,4957,1254,0.9230769230769231,0
old_test_800,44,L_relation,G_uncertainty,0.25,,task_ef21473444d6,14,0,5,9,5,9,0,0,0,0,4,13,1,2,0,0,0,0,13,1,0,0,0,0,0,0,0,0,14,1,1.0,1.0,1.0,1.0,0.0,0.0,0.2857142857142857,4,0.2857142857142857,10730,1769,1.0,2
old_test_800,44,L_relation,G_uncertainty,0.25,,task_c220a8e8b789,13,0,5,8,5,8,0,0,0,0,3,11,2,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,13,1,1.0,1.0,1.0,1.0,0.0,0.0,0.23076923076923078,3,0.23076923076923078,9127,1240,1.0,0
old_test_800,44,L_relation,G_random,0.25,0,task_43393231507e,12,0,3,9,3,9,0,0,0,0,7,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5833333333333334,7,0.5833333333333334,10034,2911,1.0,0
old_test_800,44,L_relation,G_random,0.25,0,task_c02022c3f50c,14,0,5,9,5,9,0,0,0,0,5,12,2,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,14,1,1.0,1.0,1.0,1.0,0.0,0.0,0.35714285714285715,5,0.35714285714285715,11816,2217,1.0,0
old_test_800,44,L_relation,G_random,0.25,0,task_0656c16cd48a,15,0,6,9,6,9,0,0,0,0,5,12,3,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,15,1,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,5,0.3333333333333333,9145,1982,1.0,0
old_test_800,44,L_relation,G_random,0.25,0,task_c9c6fe9c0d10,14,0,6,9,6,8,1,0,0,0,5,11,4,0,0,0,0,0,11,3,1,0,0,0,0,0,0,0,15,1,0.9333333333333333,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,5,0.3333333333333333,14284,2113,0.9333333333333333,0
old_test_800,44,L_relation,G_random,0.25,0,task_f854634584d5,12,1,5,8,5,7,0,0,0,1,5,11,2,0,0,0,0,0,11,1,0,1,0,0,1,0,0,0,13,1,0.9230769230769231,0.9230769230769231,1.0,1.0,0.0,0.0,0.38461538461538464,5,0.38461538461538464,12537,2543,0.9230769230769231,0
old_test_800,44,L_relation,G_random,0.25,0,task_ef21473444d6,12,0,5,9,5,7,2,0,0,0,2,13,1,0,0,0,0,2,11,1,0,0,0,0,0,0,0,0,14,1,0.8571428571428571,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,0.14285714285714285,2,0.14285714285714285,5110,868,0.8571428571428571,0
old_test_800,44,L_relation,G_random,0.25,0,task_c220a8e8b789,13,0,5,8,5,8,0,0,0,0,4,11,2,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,13,1,1.0,1.0,1.0,1.0,0.0,0.0,0.3076923076923077,4,0.3076923076923077,10222,1564,1.0,0
old_test_800,44,L_relation,G_random,0.25,1,task_43393231507e,12,0,3,9,3,9,0,0,0,0,7,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5833333333333334,7,0.5833333333333334,11820,2991,1.0,0
old_test_800,44,L_relation,G_random,0.25,1,task_c02022c3f50c,14,0,5,9,5,9,0,0,0,0,4,12,2,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,14,1,1.0,1.0,1.0,1.0,0.0,0.0,0.2857142857142857,4,0.2857142857142857,7581,1720,1.0,0
old_test_800,44,L_relation,G_random,0.25,1,task_0656c16cd48a,15,0,6,9,6,9,0,0,0,0,5,12,3,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,15,1,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,5,0.3333333333333333,9551,2086,1.0,0
old_test_800,44,L_relation,G_random,0.25,1,task_c9c6fe9c0d10,14,0,6,9,6,8,1,0,0,0,7,11,4,0,0,0,0,0,11,3,1,0,0,0,0,0,0,0,15,1,0.9333333333333333,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.4666666666666667,7,0.4666666666666667,17519,2895,0.9333333333333333,0
old_test_800,44,L_relation,G_random,0.25,1,task_f854634584d5,12,1,5,8,5,7,0,0,0,1,3,11,2,0,0,0,0,0,11,1,0,1,0,0,1,0,0,0,13,1,0.9230769230769231,0.9230769230769231,1.0,1.0,0.0,0.0,0.23076923076923078,3,0.23076923076923078,6138,1584,0.9230769230769231,0
old_test_800,44,L_relation,G_random,0.25,1,task_ef21473444d6,13,0,5,9,5,8,1,0,0,0,3,13,1,1,0,0,0,1,12,1,0,0,0,0,0,0,0,0,14,1,0.9285714285714286,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.21428571428571427,3,0.21428571428571427,6826,1179,0.9285714285714286,1
old_test_800,44,L_relation,G_random,0.25,1,task_c220a8e8b789,13,0,5,8,5,8,0,0,0,0,4,11,2,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,13,1,1.0,1.0,1.0,1.0,0.0,0.0,0.3076923076923077,4,0.3076923076923077,9159,1474,1.0,0
old_test_800,44,L_relation,G_random,0.25,2,task_43393231507e,12,0,3,9,3,9,0,0,0,0,7,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5833333333333334,7,0.5833333333333334,12122,2956,1.0,0
old_test_800,44,L_relation,G_random,0.25,2,task_c02022c3f50c,14,0,5,9,5,9,0,0,0,0,6,12,2,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,14,1,1.0,1.0,1.0,1.0,0.0,0.0,0.42857142857142855,6,0.42857142857142855,11456,2680,1.0,0
old_test_800,44,L_relation,G_random,0.25,2,task_0656c16cd48a,15,0,6,9,6,9,0,0,0,0,4,12,3,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,15,1,1.0,1.0,1.0,1.0,0.0,0.0,0.26666666666666666,4,0.26666666666666666,7989,1696,1.0,0
old_test_800,44,L_relation,G_random,0.25,2,task_c9c6fe9c0d10,14,0,6,9,6,8,1,0,0,0,6,11,4,0,0,0,0,0,11,3,1,0,0,0,0,0,0,0,15,1,0.9333333333333333,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.4,6,0.4,13021,2450,0.9333333333333333,0
old_test_800,44,L_relation,G_random,0.25,2,task_f854634584d5,12,1,5,8,5,7,0,0,0,1,5,11,2,0,0,0,0,0,11,1,0,1,0,0,1,0,0,0,13,1,0.9230769230769231,0.9230769230769231,1.0,1.0,0.0,0.0,0.38461538461538464,5,0.38461538461538464,9450,2401,0.9230769230769231,0
old_test_800,44,L_relation,G_random,0.25,2,task_ef21473444d6,12,0,5,9,5,7,2,0,0,0,3,13,1,0,0,0,0,2,11,1,0,0,0,0,0,0,0,0,14,1,0.8571428571428571,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,0.21428571428571427,3,0.21428571428571427,6082,1196,0.8571428571428571,0
old_test_800,44,L_relation,G_random,0.25,2,task_c220a8e8b789,13,0,5,8,5,8,0,0,0,0,2,11,2,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,13,1,1.0,1.0,1.0,1.0,0.0,0.0,0.15384615384615385,2,0.15384615384615385,6859,826,1.0,0
old_test_800,44,L_relation,G_random,0.25,3,task_43393231507e,12,0,3,9,3,9,0,0,0,0,7,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5833333333333334,7,0.5833333333333334,14353,3087,1.0,0
old_test_800,44,L_relation,G_random,0.25,3,task_c02022c3f50c,14,0,5,9,5,9,0,0,0,0,5,12,2,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,14,1,1.0,1.0,1.0,1.0,0.0,0.0,0.35714285714285715,5,0.35714285714285715,11765,2157,1.0,0
old_test_800,44,L_relation,G_random,0.25,3,task_0656c16cd48a,15,0,6,9,6,9,0,0,0,0,5,12,3,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,15,1,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,5,0.3333333333333333,9262,1965,1.0,0
old_test_800,44,L_relation,G_random,0.25,3,task_c9c6fe9c0d10,14,0,6,9,6,8,1,0,0,0,5,11,4,0,0,0,0,0,11,3,1,0,0,0,0,0,0,0,15,1,0.9333333333333333,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,5,0.3333333333333333,11271,2117,0.9333333333333333,0
old_test_800,44,L_relation,G_random,0.25,3,task_f854634584d5,12,1,5,8,5,7,0,0,0,1,3,11,2,0,0,0,0,0,11,1,0,1,0,0,1,0,0,0,13,1,0.9230769230769231,0.9230769230769231,1.0,1.0,0.0,0.0,0.23076923076923078,3,0.23076923076923078,9253,1747,0.9230769230769231,0
old_test_800,44,L_relation,G_random,0.25,3,task_ef21473444d6,12,0,5,9,5,7,2,0,0,0,4,13,1,0,0,0,0,2,11,1,0,0,0,0,0,0,0,0,14,1,0.8571428571428571,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,0.2857142857142857,4,0.2857142857142857,7844,1488,0.8571428571428571,0
old_test_800,44,L_relation,G_random,0.25,3,task_c220a8e8b789,13,0,5,8,5,8,0,0,0,0,4,11,2,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,13,1,1.0,1.0,1.0,1.0,0.0,0.0,0.3076923076923077,4,0.3076923076923077,8827,1474,1.0,0
old_test_800,44,L_relation,G_random,0.25,4,task_43393231507e,12,0,3,9,3,9,0,0,0,0,7,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5833333333333334,7,0.5833333333333334,9725,2889,1.0,0
old_test_800,44,L_relation,G_random,0.25,4,task_c02022c3f50c,13,0,5,9,5,8,1,0,0,0,5,12,2,0,1,0,0,0,11,2,0,0,0,0,0,0,0,0,14,1,0.9285714285714286,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.35714285714285715,5,0.35714285714285715,8077,2205,0.9285714285714286,-1
old_test_800,44,L_relation,G_random,0.25,4,task_0656c16cd48a,15,0,6,9,6,9,0,0,0,0,4,12,3,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,15,1,1.0,1.0,1.0,1.0,0.0,0.0,0.26666666666666666,4,0.26666666666666666,8003,1660,1.0,0
old_test_800,44,L_relation,G_random,0.25,4,task_c9c6fe9c0d10,14,0,6,9,6,8,1,0,0,0,5,11,4,0,0,0,0,0,11,3,1,0,0,0,0,0,0,0,15,1,0.9333333333333333,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,5,0.3333333333333333,11348,2031,0.9333333333333333,0
old_test_800,44,L_relation,G_random,0.25,4,task_f854634584d5,12,1,5,8,5,7,0,0,0,1,4,11,2,0,0,0,0,0,11,1,0,1,0,0,1,0,0,0,13,1,0.9230769230769231,0.9230769230769231,1.0,1.0,0.0,0.0,0.3076923076923077,4,0.3076923076923077,7567,1985,0.9230769230769231,0
old_test_800,44,L_relation,G_random,0.25,4,task_ef21473444d6,12,0,5,9,5,7,2,0,0,0,3,13,1,0,0,0,0,2,11,1,0,0,0,0,0,0,0,0,14,1,0.8571428571428571,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,0.21428571428571427,3,0.21428571428571427,5764,1034,0.8571428571428571,0
old_test_800,44,L_relation,G_random,0.25,4,task_c220a8e8b789,13,0,5,8,5,8,0,0,0,0,5,11,2,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,13,1,1.0,1.0,1.0,1.0,0.0,0.0,0.38461538461538464,5,0.38461538461538464,11335,1885,1.0,0
