cohort,seed,arm,gate,budget,random_seed,group_id,correct,abstain,N_unsafe,N_safe,TP,TN,FP,FN,abstain_unsafe,abstain_safe,routed,S_fit_N,S_overflow_N,S_fit_wrong_to_correct,S_fit_correct_to_wrong,S_fit_correct_to_abstain,S_fit_wrong_to_abstain,S_fit_unrouted_errors,S_fit_correct,S_overflow_recovery_correct,S_overflow_recovery_wrong,S_overflow_final_abstain,S_overflow_unrouted,abstain_input_overflow,abstain_technical,abstain_model,abstain_rule_unsupported,abstain_rule_unresolved,N,task_groups,correct_over_N,coverage,unsafe_recall_all,unsafe_recall_covered,FPR_all,FPR_covered,actual_call_rate,deployment_calls,route_rate,routed_input_tokens,routed_output_tokens,group_macro_correct_over_N,binary_net_correction
transfer_2048,43,L_direct,G_random,0.25,4,transfer_task_000,12,0,7,5,7,5,0,0,0,0,7,12,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5833333333333334,7,0.5833333333333334,7393,440,1.0,1
transfer_2048,43,L_direct,G_random,0.25,4,transfer_task_001,20,0,11,19,7,13,6,4,0,0,19,30,0,2,1,0,0,6,20,0,0,0,0,0,0,0,0,0,30,1,0.6666666666666666,1.0,0.6363636363636364,0.6363636363636364,0.3157894736842105,0.3157894736842105,0.6333333333333333,19,0.6333333333333333,26062,1274,0.6666666666666666,1
transfer_2048,43,L_direct,G_random,0.25,4,transfer_task_002,9,0,2,7,2,7,0,0,0,0,3,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,1,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,3,0.3333333333333333,2157,177,1.0,0
transfer_2048,43,L_direct,G_random,0.25,4,transfer_task_003,10,0,2,8,2,8,0,0,0,0,4,10,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,1,1.0,1.0,1.0,1.0,0.0,0.0,0.4,4,0.4,3852,237,1.0,1
transfer_2048,43,L_direct,G_random,0.25,4,transfer_task_004,10,0,6,5,5,5,0,1,0,0,5,11,0,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,11,1,0.9090909090909091,1.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.45454545454545453,5,0.45454545454545453,4996,334,0.9090909090909091,1
transfer_2048,43,L_direct,G_random,0.25,4,transfer_task_005,14,0,0,15,0,14,1,0,0,0,9,15,0,1,0,0,0,1,14,0,0,0,0,0,0,0,0,0,15,1,0.9333333333333333,1.0,,,0.06666666666666667,0.06666666666666667,0.6,9,0.6,7452,604,0.9333333333333333,1
transfer_2048,43,L_direct,G_random,0.25,4,transfer_task_006,11,0,2,9,2,9,0,0,0,0,2,10,1,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,11,1,1.0,1.0,1.0,1.0,0.0,0.0,0.18181818181818182,2,0.18181818181818182,2221,129,1.0,0
transfer_2048,43,L_direct,G_random,0.25,4,transfer_task_007,28,0,4,26,2,26,0,2,0,0,2,28,2,0,0,0,0,2,26,2,0,0,0,0,0,0,0,0,30,1,0.9333333333333333,1.0,0.5,0.5,0.0,0.0,0.06666666666666667,2,0.06666666666666667,4686,144,0.9333333333333333,0
transfer_2048,43,L_direct,G_random,0.25,4,transfer_task_008,50,0,4,49,2,48,1,2,0,0,11,49,4,0,0,0,0,2,47,3,1,0,0,0,0,0,0,0,53,1,0.9433962264150944,1.0,0.5,0.5,0.02040816326530612,0.02040816326530612,0.20754716981132076,11,0.20754716981132076,31837,770,0.9433962264150944,0
transfer_2048,43,L_direct,G_random,0.25,4,transfer_task_009,20,0,3,20,1,19,1,2,0,0,5,18,5,0,0,0,0,2,16,4,1,0,0,0,0,0,0,0,23,1,0.8695652173913043,1.0,0.3333333333333333,0.3333333333333333,0.05,0.05,0.21739130434782608,5,0.21739130434782608,10625,429,0.8695652173913043,0
transfer_2048,43,L_direct,G_random,0.25,4,transfer_task_010,32,0,4,30,2,30,0,2,0,0,6,33,1,0,0,0,0,2,31,1,0,0,0,0,0,0,0,0,34,1,0.9411764705882353,1.0,0.5,0.5,0.0,0.0,0.17647058823529413,6,0.17647058823529413,8541,370,0.9411764705882353,0
transfer_2048,43,L_direct,G_random,0.25,4,transfer_task_011,25,0,3,23,2,23,0,1,0,0,7,21,5,0,0,0,0,1,20,5,0,0,0,0,0,0,0,0,26,1,0.9615384615384616,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.2692307692307692,7,0.2692307692307692,20056,459,0.9615384615384616,0
transfer_2048,43,L_direct,G_random,0.25,5,transfer_task_000,11,0,7,5,6,5,0,1,0,0,7,12,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,12,1,0.9166666666666666,1.0,0.8571428571428571,0.8571428571428571,0.0,0.0,0.5833333333333334,7,0.5833333333333334,6336,461,0.9166666666666666,0
transfer_2048,43,L_direct,G_random,0.25,5,transfer_task_001,22,0,11,19,8,14,5,3,0,0,14,30,0,3,0,0,0,7,22,0,0,0,0,0,0,0,0,0,30,1,0.7333333333333333,1.0,0.7272727272727273,0.7272727272727273,0.2631578947368421,0.2631578947368421,0.4666666666666667,14,0.4666666666666667,18300,958,0.7333333333333333,3
transfer_2048,43,L_direct,G_random,0.25,5,transfer_task_002,8,0,2,7,2,6,1,0,0,0,5,9,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,9,1,0.8888888888888888,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.5555555555555556,5,0.5555555555555556,4170,323,0.8888888888888888,-1
transfer_2048,43,L_direct,G_random,0.25,5,transfer_task_003,9,0,2,8,2,7,1,0,0,0,7,10,0,1,1,0,0,0,9,0,0,0,0,0,0,0,0,0,10,1,0.9,1.0,1.0,1.0,0.125,0.125,0.7,7,0.7,7790,465,0.9,0
transfer_2048,43,L_direct,G_random,0.25,5,transfer_task_004,11,0,6,5,6,5,0,0,0,0,7,11,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,1,1.0,1.0,1.0,1.0,0.0,0.0,0.6363636363636364,7,0.6363636363636364,7516,462,1.0,2
transfer_2048,43,L_direct,G_random,0.25,5,transfer_task_005,15,0,0,15,0,15,0,0,0,0,7,15,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,1,1.0,1.0,,,0.0,0.0,0.4666666666666667,7,0.4666666666666667,6674,488,1.0,2
transfer_2048,43,L_direct,G_random,0.25,5,transfer_task_006,11,0,2,9,2,9,0,0,0,0,2,10,1,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,11,1,1.0,1.0,1.0,1.0,0.0,0.0,0.18181818181818182,2,0.18181818181818182,2922,138,1.0,0
transfer_2048,43,L_direct,G_random,0.25,5,transfer_task_007,28,0,4,26,2,26,0,2,0,0,4,28,2,0,0,0,0,2,26,2,0,0,0,0,0,0,0,0,30,1,0.9333333333333333,1.0,0.5,0.5,0.0,0.0,0.13333333333333333,4,0.13333333333333333,7632,279,0.9333333333333333,0
transfer_2048,43,L_direct,G_random,0.25,5,transfer_task_008,51,0,4,49,3,48,1,1,0,0,11,49,4,1,0,0,0,1,48,3,1,0,0,0,0,0,0,0,53,1,0.9622641509433962,1.0,0.75,0.75,0.02040816326530612,0.02040816326530612,0.20754716981132076,11,0.20754716981132076,30041,749,0.9622641509433962,1
transfer_2048,43,L_direct,G_random,0.25,5,transfer_task_009,20,0,3,20,1,19,1,2,0,0,7,18,5,0,0,0,0,2,16,4,1,0,0,0,0,0,0,0,23,1,0.8695652173913043,1.0,0.3333333333333333,0.3333333333333333,0.05,0.05,0.30434782608695654,7,0.30434782608695654,13365,548,0.8695652173913043,0
transfer_2048,43,L_direct,G_random,0.25,5,transfer_task_010,32,0,4,30,2,30,0,2,0,0,2,33,1,0,0,0,0,2,31,1,0,0,0,0,0,0,0,0,34,1,0.9411764705882353,1.0,0.5,0.5,0.0,0.0,0.058823529411764705,2,0.058823529411764705,3833,147,0.9411764705882353,0
transfer_2048,43,L_direct,G_random,0.25,5,transfer_task_011,25,0,3,23,2,23,0,1,0,0,7,21,5,0,0,0,0,1,20,5,0,0,0,0,0,0,0,0,26,1,0.9615384615384616,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.2692307692307692,7,0.2692307692307692,20066,456,0.9615384615384616,0
transfer_2048,43,L_direct,G_random,0.25,6,transfer_task_000,12,0,7,5,7,5,0,0,0,0,7,12,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5833333333333334,7,0.5833333333333334,7649,458,1.0,1
transfer_2048,43,L_direct,G_random,0.25,6,transfer_task_001,21,0,11,19,7,14,5,4,0,0,15,30,0,2,0,0,0,7,21,0,0,0,0,0,0,0,0,0,30,1,0.7,1.0,0.6363636363636364,0.6363636363636364,0.2631578947368421,0.2631578947368421,0.5,15,0.5,21152,1046,0.7,2
transfer_2048,43,L_direct,G_random,0.25,6,transfer_task_002,8,0,2,7,2,6,1,0,0,0,5,9,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,9,1,0.8888888888888888,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.5555555555555556,5,0.5555555555555556,4748,325,0.8888888888888888,-1
transfer_2048,43,L_direct,G_random,0.25,6,transfer_task_003,10,0,2,8,2,8,0,0,0,0,5,10,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5,5,0.5,5289,313,1.0,1
transfer_2048,43,L_direct,G_random,0.25,6,transfer_task_004,9,0,6,5,4,5,0,2,0,0,7,11,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,11,1,0.8181818181818182,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6363636363636364,7,0.6363636363636364,6596,443,0.8181818181818182,0
transfer_2048,43,L_direct,G_random,0.25,6,transfer_task_005,14,0,0,15,0,14,1,0,0,0,8,15,0,1,0,0,0,1,14,0,0,0,0,0,0,0,0,0,15,1,0.9333333333333333,1.0,,,0.06666666666666667,0.06666666666666667,0.5333333333333333,8,0.5333333333333333,6968,502,0.9333333333333333,1
transfer_2048,43,L_direct,G_random,0.25,6,transfer_task_006,11,0,2,9,2,9,0,0,0,0,2,10,1,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,11,1,1.0,1.0,1.0,1.0,0.0,0.0,0.18181818181818182,2,0.18181818181818182,2648,135,1.0,0
transfer_2048,43,L_direct,G_random,0.25,6,transfer_task_007,28,0,4,26,2,26,0,2,0,0,5,28,2,0,0,0,0,2,26,2,0,0,0,0,0,0,0,0,30,1,0.9333333333333333,1.0,0.5,0.5,0.0,0.0,0.16666666666666666,5,0.16666666666666666,10263,342,0.9333333333333333,0
transfer_2048,43,L_direct,G_random,0.25,6,transfer_task_008,51,0,4,49,3,48,1,1,0,0,7,49,4,1,0,0,0,1,48,3,1,0,0,0,0,0,0,0,53,1,0.9622641509433962,1.0,0.75,0.75,0.02040816326530612,0.02040816326530612,0.1320754716981132,7,0.1320754716981132,22389,481,0.9622641509433962,1
transfer_2048,43,L_direct,G_random,0.25,6,transfer_task_009,20,0,3,20,1,19,1,2,0,0,7,18,5,0,0,0,0,2,16,4,1,0,0,0,0,0,0,0,23,1,0.8695652173913043,1.0,0.3333333333333333,0.3333333333333333,0.05,0.05,0.30434782608695654,7,0.30434782608695654,13672,551,0.8695652173913043,0
transfer_2048,43,L_direct,G_random,0.25,6,transfer_task_010,32,0,4,30,2,30,0,2,0,0,4,33,1,0,0,0,0,2,31,1,0,0,0,0,0,0,0,0,34,1,0.9411764705882353,1.0,0.5,0.5,0.0,0.0,0.11764705882352941,4,0.11764705882352941,6282,262,0.9411764705882353,0
transfer_2048,43,L_direct,G_random,0.25,6,transfer_task_011,25,0,3,23,2,23,0,1,0,0,8,21,5,0,0,0,0,1,20,5,0,0,0,0,0,0,0,0,26,1,0.9615384615384616,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3076923076923077,8,0.3076923076923077,23444,521,0.9615384615384616,0
transfer_2048,43,L_direct,G_random,0.25,7,transfer_task_000,11,0,7,5,6,5,0,1,0,0,8,12,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,12,1,0.9166666666666666,1.0,0.8571428571428571,0.8571428571428571,0.0,0.0,0.6666666666666666,8,0.6666666666666666,7484,533,0.9166666666666666,0
transfer_2048,43,L_direct,G_random,0.25,7,transfer_task_001,21,0,11,19,7,14,5,4,0,0,16,30,0,2,0,0,0,5,21,0,0,0,0,0,0,0,0,0,30,1,0.7,1.0,0.6363636363636364,0.6363636363636364,0.2631578947368421,0.2631578947368421,0.5333333333333333,16,0.5333333333333333,20739,1093,0.7,2
transfer_2048,43,L_direct,G_random,0.25,7,transfer_task_002,9,0,2,7,2,7,0,0,0,0,2,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,1,1.0,1.0,1.0,1.0,0.0,0.0,0.2222222222222222,2,0.2222222222222222,1310,114,1.0,0
transfer_2048,43,L_direct,G_random,0.25,7,transfer_task_003,8,0,2,8,2,6,2,0,0,0,8,10,0,1,2,0,0,0,8,0,0,0,0,0,0,0,0,0,10,1,0.8,1.0,1.0,1.0,0.25,0.25,0.8,8,0.8,9419,544,0.8,-1
transfer_2048,43,L_direct,G_random,0.25,7,transfer_task_004,9,0,6,5,4,5,0,2,0,0,6,11,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,11,1,0.8181818181818182,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.5454545454545454,6,0.5454545454545454,5074,374,0.8181818181818182,0
transfer_2048,43,L_direct,G_random,0.25,7,transfer_task_005,14,0,0,15,0,14,1,0,0,0,7,15,0,1,0,0,0,1,14,0,0,0,0,0,0,0,0,0,15,1,0.9333333333333333,1.0,,,0.06666666666666667,0.06666666666666667,0.4666666666666667,7,0.4666666666666667,5889,444,0.9333333333333333,1
transfer_2048,43,L_direct,G_random,0.25,7,transfer_task_006,11,0,2,9,2,9,0,0,0,0,1,10,1,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,11,1,1.0,1.0,1.0,1.0,0.0,0.0,0.09090909090909091,1,0.09090909090909091,1527,70,1.0,0
transfer_2048,43,L_direct,G_random,0.25,7,transfer_task_007,28,0,4,26,2,26,0,2,0,0,5,28,2,0,0,0,0,2,26,2,0,0,0,0,0,0,0,0,30,1,0.9333333333333333,1.0,0.5,0.5,0.0,0.0,0.16666666666666666,5,0.16666666666666666,8117,334,0.9333333333333333,0
transfer_2048,43,L_direct,G_random,0.25,7,transfer_task_008,50,0,4,49,2,48,1,2,0,0,7,49,4,0,0,0,0,2,47,3,1,0,0,0,0,0,0,0,53,1,0.9433962264150944,1.0,0.5,0.5,0.02040816326530612,0.02040816326530612,0.1320754716981132,7,0.1320754716981132,22041,499,0.9433962264150944,0
transfer_2048,43,L_direct,G_random,0.25,7,transfer_task_009,20,0,3,20,1,19,1,2,0,0,6,18,5,0,0,0,0,2,16,4,1,0,0,0,0,0,0,0,23,1,0.8695652173913043,1.0,0.3333333333333333,0.3333333333333333,0.05,0.05,0.2608695652173913,6,0.2608695652173913,11572,491,0.8695652173913043,0
transfer_2048,43,L_direct,G_random,0.25,7,transfer_task_010,32,0,4,30,2,30,0,2,0,0,5,33,1,0,0,0,0,2,31,1,0,0,0,0,0,0,0,0,34,1,0.9411764705882353,1.0,0.5,0.5,0.0,0.0,0.14705882352941177,5,0.14705882352941177,10980,336,0.9411764705882353,0
transfer_2048,43,L_direct,G_random,0.25,7,transfer_task_011,25,0,3,23,2,23,0,1,0,0,9,21,5,0,0,0,0,1,20,5,0,0,0,0,0,0,0,0,26,1,0.9615384615384616,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.34615384615384615,9,0.34615384615384615,24626,579,0.9615384615384616,0
transfer_2048,43,L_direct,G_random,0.25,8,transfer_task_000,12,0,7,5,7,5,0,0,0,0,8,12,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.6666666666666666,8,0.6666666666666666,8226,514,1.0,1
transfer_2048,43,L_direct,G_random,0.25,8,transfer_task_001,20,0,11,19,6,14,5,5,0,0,11,30,0,2,1,0,0,8,20,0,0,0,0,0,0,0,0,0,30,1,0.6666666666666666,1.0,0.5454545454545454,0.5454545454545454,0.2631578947368421,0.2631578947368421,0.36666666666666664,11,0.36666666666666664,14876,743,0.6666666666666666,1
transfer_2048,43,L_direct,G_random,0.25,8,transfer_task_002,7,0,2,7,2,5,2,0,0,0,6,9,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,9,1,0.7777777777777778,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.6666666666666666,6,0.6666666666666666,5852,409,0.7777777777777778,-2
transfer_2048,43,L_direct,G_random,0.25,8,transfer_task_003,7,0,2,8,1,6,2,1,0,0,5,10,0,0,2,0,0,1,7,0,0,0,0,0,0,0,0,0,10,1,0.7,1.0,0.5,0.5,0.25,0.25,0.5,5,0.5,5831,341,0.7,-2
transfer_2048,43,L_direct,G_random,0.25,8,transfer_task_004,10,0,6,5,5,5,0,1,0,0,6,11,0,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,11,1,0.9090909090909091,1.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.5454545454545454,6,0.5454545454545454,6082,395,0.9090909090909091,1
transfer_2048,43,L_direct,G_random,0.25,8,transfer_task_005,14,0,0,15,0,14,1,0,0,0,11,15,0,1,0,0,0,1,14,0,0,0,0,0,0,0,0,0,15,1,0.9333333333333333,1.0,,,0.06666666666666667,0.06666666666666667,0.7333333333333333,11,0.7333333333333333,9780,722,0.9333333333333333,1
transfer_2048,43,L_direct,G_random,0.25,8,transfer_task_006,11,0,2,9,2,9,0,0,0,0,2,10,1,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,11,1,1.0,1.0,1.0,1.0,0.0,0.0,0.18181818181818182,2,0.18181818181818182,2778,135,1.0,0
transfer_2048,43,L_direct,G_random,0.25,8,transfer_task_007,28,0,4,26,2,26,0,2,0,0,5,28,2,0,0,0,0,2,26,2,0,0,0,0,0,0,0,0,30,1,0.9333333333333333,1.0,0.5,0.5,0.0,0.0,0.16666666666666666,5,0.16666666666666666,9169,341,0.9333333333333333,0
transfer_2048,43,L_direct,G_random,0.25,8,transfer_task_008,50,0,4,49,2,48,1,2,0,0,7,49,4,0,0,0,0,2,47,3,1,0,0,0,0,0,0,0,53,1,0.9433962264150944,1.0,0.5,0.5,0.02040816326530612,0.02040816326530612,0.1320754716981132,7,0.1320754716981132,22754,504,0.9433962264150944,0
transfer_2048,43,L_direct,G_random,0.25,8,transfer_task_009,20,0,3,20,1,19,1,2,0,0,5,18,5,0,0,0,0,2,16,4,1,0,0,0,0,0,0,0,23,1,0.8695652173913043,1.0,0.3333333333333333,0.3333333333333333,0.05,0.05,0.21739130434782608,5,0.21739130434782608,10625,429,0.8695652173913043,0
transfer_2048,43,L_direct,G_random,0.25,8,transfer_task_010,32,0,4,30,2,30,0,2,0,0,5,33,1,0,0,0,0,2,31,1,0,0,0,0,0,0,0,0,34,1,0.9411764705882353,1.0,0.5,0.5,0.0,0.0,0.14705882352941177,5,0.14705882352941177,10801,316,0.9411764705882353,0
transfer_2048,43,L_direct,G_random,0.25,8,transfer_task_011,26,0,3,23,3,23,0,0,0,0,9,21,5,1,0,0,0,0,21,5,0,0,0,0,0,0,0,0,26,1,1.0,1.0,1.0,1.0,0.0,0.0,0.34615384615384615,9,0.34615384615384615,23705,600,1.0,1
transfer_2048,43,L_direct,G_random,0.25,9,transfer_task_000,12,0,7,5,7,5,0,0,0,0,5,12,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.4166666666666667,5,0.4166666666666667,4862,327,1.0,1
transfer_2048,43,L_direct,G_random,0.25,9,transfer_task_001,21,0,11,19,7,14,5,4,0,0,15,30,0,3,1,0,0,5,21,0,0,0,0,0,0,0,0,0,30,1,0.7,1.0,0.6363636363636364,0.6363636363636364,0.2631578947368421,0.2631578947368421,0.5,15,0.5,23352,1087,0.7,2
transfer_2048,43,L_direct,G_random,0.25,9,transfer_task_002,7,0,2,7,2,5,2,0,0,0,8,9,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,9,1,0.7777777777777778,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.8888888888888888,8,0.8888888888888888,7919,541,0.7777777777777778,-2
transfer_2048,43,L_direct,G_random,0.25,9,transfer_task_003,9,0,2,8,1,8,0,1,0,0,5,10,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,10,1,0.9,1.0,0.5,0.5,0.0,0.0,0.5,5,0.5,3788,318,0.9,0
transfer_2048,43,L_direct,G_random,0.25,9,transfer_task_004,9,0,6,5,4,5,0,2,0,0,6,11,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,11,1,0.8181818181818182,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.5454545454545454,6,0.5454545454545454,4782,370,0.8181818181818182,0
transfer_2048,43,L_direct,G_random,0.25,9,transfer_task_005,14,0,0,15,0,14,1,0,0,0,8,15,0,1,0,0,0,1,14,0,0,0,0,0,0,0,0,0,15,1,0.9333333333333333,1.0,,,0.06666666666666667,0.06666666666666667,0.5333333333333333,8,0.5333333333333333,6953,544,0.9333333333333333,1
transfer_2048,43,L_direct,G_random,0.25,9,transfer_task_006,9,0,2,9,2,7,2,0,0,0,4,10,1,0,2,0,0,0,8,1,0,0,0,0,0,0,0,0,11,1,0.8181818181818182,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,0.36363636363636365,4,0.36363636363636365,5100,264,0.8181818181818182,-2
transfer_2048,43,L_direct,G_random,0.25,9,transfer_task_007,28,0,4,26,2,26,0,2,0,0,7,28,2,0,0,0,0,2,26,2,0,0,0,0,0,0,0,0,30,1,0.9333333333333333,1.0,0.5,0.5,0.0,0.0,0.23333333333333334,7,0.23333333333333334,10679,465,0.9333333333333333,0
transfer_2048,43,L_direct,G_random,0.25,9,transfer_task_008,50,0,4,49,2,48,1,2,0,0,6,49,4,0,0,0,0,2,47,3,1,0,0,0,0,0,0,0,53,1,0.9433962264150944,1.0,0.5,0.5,0.02040816326530612,0.02040816326530612,0.11320754716981132,6,0.11320754716981132,15808,431,0.9433962264150944,0
transfer_2048,43,L_direct,G_random,0.25,9,transfer_task_009,20,0,3,20,1,19,1,2,0,0,6,18,5,0,0,0,0,2,16,4,1,0,0,0,0,0,0,0,23,1,0.8695652173913043,1.0,0.3333333333333333,0.3333333333333333,0.05,0.05,0.2608695652173913,6,0.2608695652173913,11697,486,0.8695652173913043,0
transfer_2048,43,L_direct,G_random,0.25,9,transfer_task_010,32,0,4,30,2,30,0,2,0,0,4,33,1,0,0,0,0,2,31,1,0,0,0,0,0,0,0,0,34,1,0.9411764705882353,1.0,0.5,0.5,0.0,0.0,0.11764705882352941,4,0.11764705882352941,5697,237,0.9411764705882353,0
transfer_2048,43,L_direct,G_random,0.25,9,transfer_task_011,25,0,3,23,2,23,0,1,0,0,6,21,5,0,0,0,0,1,20,5,0,0,0,0,0,0,0,0,26,1,0.9615384615384616,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.23076923076923078,6,0.23076923076923078,16696,392,0.9615384615384616,0
transfer_2048,43,L_direct,G_random,0.25,10,transfer_task_000,12,0,7,5,7,5,0,0,0,0,8,12,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.6666666666666666,8,0.6666666666666666,9138,530,1.0,1
transfer_2048,43,L_direct,G_random,0.25,10,transfer_task_001,22,0,11,19,7,15,4,4,0,0,17,30,0,3,0,0,0,7,22,0,0,0,0,0,0,0,0,0,30,1,0.7333333333333333,1.0,0.6363636363636364,0.6363636363636364,0.21052631578947367,0.21052631578947367,0.5666666666666667,17,0.5666666666666667,20758,1140,0.7333333333333333,3
transfer_2048,43,L_direct,G_random,0.25,10,transfer_task_002,8,0,2,7,2,6,1,0,0,0,7,9,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,9,1,0.8888888888888888,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.7777777777777778,7,0.7777777777777778,6377,458,0.8888888888888888,-1
transfer_2048,43,L_direct,G_random,0.25,10,transfer_task_003,8,0,2,8,2,6,2,0,0,0,6,10,0,1,2,0,0,0,8,0,0,0,0,0,0,0,0,0,10,1,0.8,1.0,1.0,1.0,0.25,0.25,0.6,6,0.6,7662,416,0.8,-1
transfer_2048,43,L_direct,G_random,0.25,10,transfer_task_004,10,0,6,5,5,5,0,1,0,0,4,11,0,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,11,1,0.9090909090909091,1.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.36363636363636365,4,0.36363636363636365,4732,266,0.9090909090909091,1
transfer_2048,43,L_direct,G_random,0.25,10,transfer_task_005,14,0,0,15,0,14,1,0,0,0,5,15,0,1,0,0,0,1,14,0,0,0,0,0,0,0,0,0,15,1,0.9333333333333333,1.0,,,0.06666666666666667,0.06666666666666667,0.3333333333333333,5,0.3333333333333333,4497,339,0.9333333333333333,1
transfer_2048,43,L_direct,G_random,0.25,10,transfer_task_006,11,0,2,9,2,9,0,0,0,0,1,10,1,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,11,1,1.0,1.0,1.0,1.0,0.0,0.0,0.09090909090909091,1,0.09090909090909091,1527,70,1.0,0
transfer_2048,43,L_direct,G_random,0.25,10,transfer_task_007,28,0,4,26,2,26,0,2,0,0,3,28,2,0,0,0,0,2,26,2,0,0,0,0,0,0,0,0,30,1,0.9333333333333333,1.0,0.5,0.5,0.0,0.0,0.1,3,0.1,5883,211,0.9333333333333333,0
transfer_2048,43,L_direct,G_random,0.25,10,transfer_task_008,51,0,4,49,3,48,1,1,0,0,10,49,4,1,0,0,0,1,48,3,1,0,0,0,0,0,0,0,53,1,0.9622641509433962,1.0,0.75,0.75,0.02040816326530612,0.02040816326530612,0.18867924528301888,10,0.18867924528301888,29190,704,0.9622641509433962,1
transfer_2048,43,L_direct,G_random,0.25,10,transfer_task_009,20,0,3,20,1,19,1,2,0,0,6,18,5,0,0,0,0,2,16,4,1,0,0,0,0,0,0,0,23,1,0.8695652173913043,1.0,0.3333333333333333,0.3333333333333333,0.05,0.05,0.2608695652173913,6,0.2608695652173913,12075,488,0.8695652173913043,0
transfer_2048,43,L_direct,G_random,0.25,10,transfer_task_010,33,0,4,30,3,30,0,1,0,0,6,33,1,1,0,0,0,1,32,1,0,0,0,0,0,0,0,0,34,1,0.9705882352941176,1.0,0.75,0.75,0.0,0.0,0.17647058823529413,6,0.17647058823529413,11397,375,0.9705882352941176,1
transfer_2048,43,L_direct,G_random,0.25,10,transfer_task_011,25,0,3,23,2,23,0,1,0,0,7,21,5,0,0,0,0,1,20,5,0,0,0,0,0,0,0,0,26,1,0.9615384615384616,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.2692307692307692,7,0.2692307692307692,18368,451,0.9615384615384616,0
transfer_2048,43,L_direct,G_random,0.25,11,transfer_task_000,12,0,7,5,7,5,0,0,0,0,7,12,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.5833333333333334,7,0.5833333333333334,8050,449,1.0,1
