cohort,domain,seed,arm,gate,budget,random_repetitions,correct,abstain,N_unsafe,N_safe,TP,TN,FP,FN,abstain_unsafe,abstain_safe,routed,S_fit_N,S_overflow_N,S_fit_wrong_to_correct,S_fit_correct_to_wrong,S_fit_correct_to_abstain,S_fit_wrong_to_abstain,S_fit_unrouted_errors,S_fit_correct,S_overflow_recovery_correct,S_overflow_recovery_wrong,S_overflow_final_abstain,S_overflow_unrouted,abstain_input_overflow,abstain_technical,abstain_model,abstain_rule_unsupported,abstain_rule_unresolved,N,task_groups,correct_over_N,coverage,unsafe_recall_all,unsafe_recall_covered,FPR_all,FPR_covered,actual_call_rate,deployment_calls,route_rate,routed_input_tokens,routed_output_tokens,group_macro_correct_over_N,binary_net_correction,safe_disruption_count,safe_disruption_rate,unrouted_unsafe_false_allows,safe_abstain_model,safe_abstain_technical,safe_abstain_input_overflow,unsafe_abstain_model,unsafe_abstain_technical,unsafe_abstain_input_overflow,correct_random_sd,abstain_random_sd,N_unsafe_random_sd,N_safe_random_sd,TP_random_sd,TN_random_sd,FP_random_sd,FN_random_sd,abstain_unsafe_random_sd,abstain_safe_random_sd,routed_random_sd,S_fit_N_random_sd,S_overflow_N_random_sd,S_fit_wrong_to_correct_random_sd,S_fit_correct_to_wrong_random_sd,S_fit_correct_to_abstain_random_sd,S_fit_wrong_to_abstain_random_sd,S_fit_unrouted_errors_random_sd,S_fit_correct_random_sd,S_overflow_recovery_correct_random_sd,S_overflow_recovery_wrong_random_sd,S_overflow_final_abstain_random_sd,S_overflow_unrouted_random_sd,abstain_input_overflow_random_sd,abstain_technical_random_sd,abstain_model_random_sd,abstain_rule_unsupported_random_sd,abstain_rule_unresolved_random_sd,N_random_sd,task_groups_random_sd,correct_over_N_random_sd,coverage_random_sd,unsafe_recall_all_random_sd,unsafe_recall_covered_random_sd,FPR_all_random_sd,FPR_covered_random_sd,actual_call_rate_random_sd,deployment_calls_random_sd,route_rate_random_sd,routed_input_tokens_random_sd,routed_output_tokens_random_sd,group_macro_correct_over_N_random_sd,binary_net_correction_random_sd,safe_disruption_count_random_sd,safe_disruption_rate_random_sd,unrouted_unsafe_false_allows_random_sd,safe_abstain_model_random_sd,safe_abstain_technical_random_sd,safe_abstain_input_overflow_random_sd,unsafe_abstain_model_random_sd,unsafe_abstain_technical_random_sd,unsafe_abstain_input_overflow_random_sd,run_id,source_path,experiment_source_commit
old_test_800,workspace,42,L_direct,G_random,0.25,20,82.4,0,32,52,32,50.4,1.6,0,0,0,36,70,14,0,0.6,0,0,0,69.4,13,1,0,0,0,0,0,0,0,84,6,0.980952380952381,1.0,1.0,1.0,0.03076923076923077,0.03076923076923077,0.42857142857142855,36,0.42857142857142855,70160.35,2481.65,0.9800366300366301,-0.6,1.6,0.03076923076923077,0,0,0,0,0,0,0,0.7539370349250519,0.0,0.0,0.0,0.0,0.7539370349250519,0.7539370349250519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7539370349250519,0.0,0.0,0.0,0.7539370349250519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008975440891964923,0.0,0.0,0.0,0.014498789133174076,0.014498789133174076,0.0,0.0,0.0,4589.954193957885,45.50913731271302,0.008975440891964923,0.7539370349250519,0.7539370349250519,0.014498789133174076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,combined,42,L_direct,G_uncertainty,0.5,0,94,0,35,61,35,59,2,0,0,0,50,82,14,0,1,0,0,0,81,13,1,0,0,0,0,0,0,0,96,7,0.9791666666666666,1.0,1.0,1.0,0.03278688524590164,0.03278688524590164,0.5208333333333334,50,0.5208333333333334,117655,3717,0.978806907378336,-1,2,0.03278688524590164,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,slack,42,L_direct,G_uncertainty,0.5,0,12,0,3,9,3,9,0,0,0,0,9,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,9,0.75,16641,644,1.0,0,0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,workspace,42,L_direct,G_uncertainty,0.5,0,82,0,32,52,32,50,2,0,0,0,41,70,14,0,1,0,0,0,69,13,1,0,0,0,0,0,0,0,84,6,0.9761904761904762,1.0,1.0,1.0,0.038461538461538464,0.038461538461538464,0.4880952380952381,41,0.4880952380952381,101014,3073,0.9752747252747253,-1,2,0.038461538461538464,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,combined,42,L_direct,G_random,0.5,20,94.25,0,35,61,35,59.25,1.75,0,0,0,50,82,14,0,0.75,0,0,0,81.25,13,1,0,0,0,0,0,0,0,96,7,0.9817708333333334,1.0,1.0,1.0,0.028688524590163935,0.028688524590163935,0.5208333333333334,50,0.5208333333333334,92779.45,3433.25,0.9813579277864992,-0.75,1.75,0.028688524590163935,0,0,0,0,0,0,0,0.5501196042201808,0.0,0.0,0.0,0.0,0.5501196042201808,0.5501196042201808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5501196042201808,0.0,0.0,0.0,0.5501196042201808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005730412543960245,0.0,0.0,0.0,0.009018354167543948,0.009018354167543948,0.0,0.0,0.0,3710.128774541958,50.71060825383269,0.005613465349185525,0.5501196042201808,0.5501196042201808,0.009018354167543948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,slack,42,L_direct,G_random,0.5,20,12,0,3,9,3,9,0,0,0,0,9,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,9,0.75,14333.2,610.9,1.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.6095827033347,11.373561216120574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,workspace,42,L_direct,G_random,0.5,20,82.25,0,32,52,32,50.25,1.75,0,0,0,41,70,14,0,0.75,0,0,0,69.25,13,1,0,0,0,0,0,0,0,84,6,0.9791666666666666,1.0,1.0,1.0,0.03365384615384616,0.03365384615384616,0.4880952380952381,41,0.4880952380952381,78446.25,2822.35,0.9782509157509157,-0.75,1.75,0.03365384615384616,0,0,0,0,0,0,0,0.5501196042201808,0.0,0.0,0.0,0.0,0.5501196042201808,0.5501196042201808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5501196042201808,0.0,0.0,0.0,0.5501196042201808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00654904290738313,0.0,0.0,0.0,0.010579223158080402,0.010579223158080402,0.0,0.0,0.0,3642.29311625751,49.590188970251596,0.00654904290738313,0.5501196042201808,0.5501196042201808,0.010579223158080402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,combined,42,L_relation,G_overflow,,0,94,1,35,61,35,59,1,0,0,1,14,82,14,0,0,0,0,0,82,12,1,1,0,0,1,0,0,0,96,7,0.9791666666666666,0.9895833333333334,1.0,1.0,0.01639344262295082,0.016666666666666666,0.14583333333333334,14,0.14583333333333334,34890,6427,0.9794871794871794,0,2,0.03278688524590164,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,slack,42,L_relation,G_overflow,,0,12,0,3,9,3,9,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0,0,1.0,0,0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,workspace,42,L_relation,G_overflow,,0,82,1,32,52,32,50,1,0,0,1,14,70,14,0,0,0,0,0,70,12,1,1,0,0,1,0,0,0,84,6,0.9761904761904762,0.9880952380952381,1.0,1.0,0.019230769230769232,0.0196078431372549,0.16666666666666666,14,0.16666666666666666,34890,6427,0.976068376068376,0,2,0.038461538461538464,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,combined,42,L_relation,L_all,,0,93,1,35,61,35,58,2,0,0,1,96,82,14,0,1,0,0,0,81,12,1,1,0,0,1,0,0,0,96,7,0.96875,0.9895833333333334,1.0,1.0,0.03278688524590164,0.03333333333333333,1.0,96,1.0,186316,38626,0.9692830978545265,-1,3,0.04918032786885246,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,slack,42,L_relation,L_all,,0,12,0,3,9,3,9,0,0,0,0,12,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,12,1.0,20760,5078,1.0,0,0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,workspace,42,L_relation,L_all,,0,81,1,32,52,32,49,2,0,0,1,84,70,14,0,1,0,0,0,69,12,1,1,0,0,1,0,0,0,84,6,0.9642857142857143,0.9880952380952381,1.0,1.0,0.038461538461538464,0.0392156862745098,1.0,84,1.0,165556,33548,0.9641636141636142,-1,3,0.057692307692307696,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,combined,42,L_relation,G_uncertainty,0.1,0,94,1,35,61,35,59,1,0,0,1,18,82,14,0,0,0,0,0,82,12,1,1,0,0,1,0,0,0,96,7,0.9791666666666666,0.9895833333333334,1.0,1.0,0.01639344262295082,0.016666666666666666,0.1875,18,0.1875,42805,8268,0.9794871794871794,0,2,0.03278688524590164,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,slack,42,L_relation,G_uncertainty,0.1,0,12,0,3,9,3,9,0,0,0,0,3,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.25,3,0.25,5653,1392,1.0,0,0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,workspace,42,L_relation,G_uncertainty,0.1,0,82,1,32,52,32,50,1,0,0,1,15,70,14,0,0,0,0,0,70,12,1,1,0,0,1,0,0,0,84,6,0.9761904761904762,0.9880952380952381,1.0,1.0,0.019230769230769232,0.0196078431372549,0.17857142857142858,15,0.17857142857142858,37152,6876,0.976068376068376,0,2,0.038461538461538464,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,combined,42,L_relation,G_random,0.1,20,94,1,35,61,35,59,1,0,0,1,18,82,14,0,0,0,0,0,82,12,1,1,0,0,1,0,0,0,96,7,0.9791666666666666,0.9895833333333334,1.0,1.0,0.01639344262295082,0.016666666666666666,0.1875,18,0.1875,41723.6,8064.8,0.9794871794871794,0,2,0.03278688524590164,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550.543313945487,76.29485738342981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,slack,42,L_relation,G_random,0.1,20,12,0,3,9,3,9,0,0,0,0,3,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.25,3,0.25,5065.4,1267.15,1.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061.5696124631975,54.386796965904566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,workspace,42,L_relation,G_random,0.1,20,82,1,32,52,32,50,1,0,0,1,15,70,14,0,0,0,0,0,70,12,1,1,0,0,1,0,0,0,84,6,0.9761904761904762,0.9880952380952381,1.0,1.0,0.019230769230769232,0.0196078431372549,0.17857142857142858,15,0.17857142857142858,36658.2,6797.65,0.976068376068376,0,2,0.038461538461538464,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1084.2331075829345,53.26129729431761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,combined,42,L_relation,G_uncertainty,0.25,0,94,1,35,61,35,59,1,0,0,1,39,82,14,0,0,0,0,0,82,12,1,1,0,0,1,0,0,0,96,7,0.9791666666666666,0.9895833333333334,1.0,1.0,0.01639344262295082,0.016666666666666666,0.40625,39,0.40625,99017,17483,0.9794871794871794,0,2,0.03278688524590164,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,slack,42,L_relation,G_uncertainty,0.25,0,12,0,3,9,3,9,0,0,0,0,3,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.25,3,0.25,5653,1392,1.0,0,0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,workspace,42,L_relation,G_uncertainty,0.25,0,82,1,32,52,32,50,1,0,0,1,36,70,14,0,0,0,0,0,70,12,1,1,0,0,1,0,0,0,84,6,0.9761904761904762,0.9880952380952381,1.0,1.0,0.019230769230769232,0.0196078431372549,0.42857142857142855,36,0.42857142857142855,93364,16091,0.976068376068376,0,2,0.038461538461538464,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,combined,42,L_relation,G_random,0.25,20,93.8,1,35,61,35,58.8,1.2,0,0,1,39,82,14,0,0.2,0,0,0,81.8,12,1,1,0,0,1,0,0,0,96,7,0.9770833333333333,0.9895833333333334,1.0,1.0,0.019672131147540985,0.02,0.40625,39,0.40625,80841.75,16177.55,0.9774463631606488,-0.2,2.2,0.036065573770491806,0,0,1,0,0,0,0,0.41039134083406165,0.0,0.0,0.0,0.0,0.41039134083406165,0.41039134083406165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41039134083406165,0.0,0.0,0.0,0.41039134083406165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004274909800354793,0.0,0.0,0.0,0.006727726898919043,0.006839855680567694,0.0,0.0,0.0,4641.927365982005,244.71540398464586,0.004187666743204669,0.41039134083406165,0.41039134083406165,0.006727726898919042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,slack,42,L_relation,G_random,0.25,20,12,0,3,9,3,9,0,0,0,0,3,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.25,3,0.25,5065.4,1267.15,1.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061.5696124631975,54.386796965904566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,workspace,42,L_relation,G_random,0.25,20,81.8,1,32,52,32,49.8,1.2,0,0,1,36,70,14,0,0.2,0,0,0,69.8,12,1,1,0,0,1,0,0,0,84,6,0.9738095238095238,0.9880952380952381,1.0,1.0,0.023076923076923078,0.023529411764705882,0.42857142857142855,36,0.42857142857142855,75776.35,14910.4,0.9736874236874237,-0.2,2.2,0.04230769230769231,0,0,1,0,0,0,0,0.41039134083406165,0.0,0.0,0.0,0.0,0.41039134083406165,0.41039134083406165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41039134083406165,0.0,0.0,0.0,0.41039134083406165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048856112004054784,0.0,0.0,0.0,0.007892141169885802,0.008046889035961994,0.0,0.0,0.0,4589.954193957885,229.99711668673268,0.0048856112004054784,0.41039134083406165,0.41039134083406165,0.007892141169885802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,combined,42,L_relation,G_uncertainty,0.5,0,93,1,35,61,35,58,2,0,0,1,50,82,14,0,1,0,0,0,81,12,1,1,0,0,1,0,0,0,96,7,0.96875,0.9895833333333334,1.0,1.0,0.03278688524590164,0.03333333333333333,0.5208333333333334,50,0.5208333333333334,125455,22388,0.9692830978545265,-1,3,0.04918032786885246,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,slack,42,L_relation,G_uncertainty,0.5,0,12,0,3,9,3,9,0,0,0,0,9,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,9,0.75,18045,3946,1.0,0,0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,workspace,42,L_relation,G_uncertainty,0.5,0,81,1,32,52,32,49,2,0,0,1,41,70,14,0,1,0,0,0,69,12,1,1,0,0,1,0,0,0,84,6,0.9642857142857143,0.9880952380952381,1.0,1.0,0.038461538461538464,0.0392156862745098,0.4880952380952381,41,0.4880952380952381,107410,18442,0.9641636141636142,-1,3,0.057692307692307696,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,combined,42,L_relation,G_random,0.5,20,93.75,1,35,61,35,58.75,1.25,0,0,1,50,82,14,0,0.25,0,0,0,81.75,12,1,1,0,0,1,0,0,0,96,7,0.9765625,0.9895833333333334,1.0,1.0,0.020491803278688527,0.020833333333333332,0.5208333333333334,50,0.5208333333333334,100579.45,20665.55,0.9769361590790162,-0.25,2.25,0.036885245901639344,0,0,1,0,0,0,0,0.44426165831931924,0.0,0.0,0.0,0.0,0.44426165831931924,0.44426165831931924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44426165831931924,0.0,0.0,0.0,0.44426165831931924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004627725607492893,0.0,0.0,0.0,0.007282978005234742,0.007404360971988654,0.0,0.0,0.0,3710.128774541958,256.31343374039034,0.004533282227748112,0.44426165831931924,0.44426165831931924,0.007282978005234741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,slack,42,L_relation,G_random,0.5,20,12,0,3,9,3,9,0,0,0,0,9,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,9,0.75,15737.2,3811.7,1.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.6095827033347,47.195115715171426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,workspace,42,L_relation,G_random,0.5,20,81.75,1,32,52,32,49.75,1.25,0,0,1,41,70,14,0,0.25,0,0,0,69.75,12,1,1,0,0,1,0,0,0,84,6,0.9732142857142857,0.9880952380952381,1.0,1.0,0.02403846153846154,0.024509803921568627,0.4880952380952381,41,0.4880952380952381,84842.25,16853.85,0.9730921855921856,-0.25,2.25,0.04326923076923077,0,0,1,0,0,0,0,0.44426165831931924,0.0,0.0,0.0,0.0,0.44426165831931924,0.44426165831931924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44426165831931924,0.0,0.0,0.0,0.44426165831931924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005288829265706163,0.0,0.0,0.0,0.008543493429217678,0.008711012908221946,0.0,0.0,0.0,3642.29311625751,256.63865135326176,0.005288829265706163,0.44426165831931924,0.44426165831931924,0.008543493429217678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,combined,43,,E_only,,0,79,14,35,61,25,54,3,0,10,4,0,82,14,0,0,0,0,3,79,0,0,14,14,14,0,0,0,0,96,7,0.8229166666666666,0.8541666666666666,0.7142857142857143,1.0,0.04918032786885246,0.05263157894736842,0.0,0,0.0,0,0,0.828152799581371,0,7,0.11475409836065574,0,0,0,4,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
old_test_800,slack,43,,E_only,,0,12,0,3,9,3,9,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0,0,1.0,0,0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-24-scheme-selection-closeout,runs/2026-09-24-scheme-selection-closeout/safety_compact.csv,614b4d40102d78d606a0f37bc8b678d7eec67d4e
